"","GSM1368273","GSM1368274","GSM1368275","GSM1368276","GSM1368277","GSM1368278","GSM1368279","GSM1368280","GSM1368281","GSM1368282","GSM1368283","GSM1368284","GSM1368285","GSM1368286","GSM1368287","GSM1368288","GSM1368289","GSM1368290"
"SPNCRNA.702",16,6,12,4,17,2,4,4,17,1,28,22,4,12,2,11,10,1
"SPAC821.06",485,231,376,483,309,156,401,222,318,148,629,437,405,263,267,342,382,247
"SPNCRNA.703",134,56,100,88,35,2,90,62,40,25,131,85,60,45,46,63,97,45
"SPAC821.08c",1696,923,1443,469,381,172,615,408,392,569,1980,1366,1892,1155,1151,1604,1900,1128
"SPAC821.09",4262,2388,5083,871,620,452,761,636,805,873,2065,2249,4652,2961,4180,3680,5355,3538
"SPAC821.10c",8438,3532,7469,10086,4872,5040,16230,6226,7776,3550,14261,6054,6551,6096,4642,7688,8976,4493
"SPAC821.12",1011,457,683,1084,546,437,1363,739,885,305,1191,743,754,650,586,654,852,544
"SPNCRNA.220",4,0,1,0,0,0,0,1,1,1,7,0,1,0,2,2,2,0
"SPAC139.01c",685,392,596,548,284,285,436,307,345,207,593,433,519,334,434,452,535,436
"SPNCRNA.704",67,20,43,13,9,5,25,25,36,32,54,36,47,25,14,33,59,23
"SPAC139.02c",1111,483,812,569,412,357,392,258,278,227,911,527,536,452,381,514,525,445
"SPAC23C4.03",2601,1106,2033,1689,852,787,1812,960,1103,746,2619,1797,2105,1367,1310,1774,2093,1381
"SPAC23C4.05c",695,393,511,797,509,240,1468,1002,1204,240,835,425,509,397,420,564,551,445
"SPAC23C4.06c",808,300,483,580,365,276,543,319,356,172,504,325,434,322,255,407,488,344
"SPAC23C4.09c",729,254,452,749,392,314,438,240,330,154,581,279,469,352,242,412,333,252
"SPAC23C4.10",98,71,181,69,44,24,169,91,131,59,128,118,107,98,88,122,113,123
"SPAC23C4.11",604,304,448,714,378,258,771,387,419,344,1168,535,622,361,318,664,477,346
"SPAC23C4.13",244,118,200,385,214,161,287,182,210,82,339,209,243,110,169,170,259,168
"SPAC23C4.14",153,113,176,77,56,26,125,85,96,98,307,190,161,142,139,134,186,116
"SPAC23C4.15",1281,572,951,861,385,248,523,255,329,312,965,553,748,626,469,776,732,555
"SPAC23C4.17",980,474,901,710,452,290,379,289,280,296,721,530,749,567,531,758,775,639
"SPAC23C4.18c",283,174,259,142,84,93,322,154,213,117,442,283,263,170,164,250,244,190
"SPAC1A6.01c",322,151,335,303,178,146,321,193,263,123,464,291,292,263,167,227,268,209
"SPAC1A6.02",1039,422,804,823,408,400,691,257,295,280,728,455,699,446,366,689,737,410
"SPAC1A6.03c",1998,996,1613,1548,891,725,3032,2081,2207,825,2791,1915,1564,1153,1293,1367,1712,1268
"SPAC1A6.04c",3179,2252,3407,3057,1739,1351,2401,2360,2718,1595,3753,2787,3343,2769,3245,3380,5111,3746
"SPNCRNA.710",29,11,39,17,12,3,24,5,15,12,20,20,13,5,14,18,17,20
"SPAC1A6.06c",39,6,17,2,13,14,43,13,6,8,45,18,22,22,11,17,21,19
"SPAC1A6.08c",36,16,19,37,32,4,16,15,29,9,43,31,41,37,15,35,22,18
"SPAC30D11.14c",733,332,628,482,317,199,460,301,350,275,835,598,573,493,372,431,659,418
"SPATRNASER.01",1338,507,703,1045,678,369,1214,350,429,528,1403,775,1025,694,530,1110,780,515
"SPATRNAMET.01",101,42,64,111,91,43,74,33,39,28,127,112,79,62,68,120,87,49
"SPNCRNA.711",5,4,11,61,5,1,28,6,10,9,13,15,12,5,6,7,16,1
"SPAC30D11.07",91,51,72,40,20,4,65,55,89,28,85,54,54,61,34,63,63,51
"SPAC30D11.06c",444,161,301,213,111,76,221,118,108,128,440,311,258,194,162,208,302,223
"SPAC30D11.05",369,131,280,168,141,42,208,115,137,134,363,208,213,161,183,249,331,180
"SPAC30D11.02c",13,1,6,9,11,6,18,7,0,0,6,7,2,6,1,4,0,5
"SPAC56F8.02",1040,552,896,1002,526,325,1298,638,1095,368,1320,932,908,675,653,854,954,675
"SPAC56F8.04c",579,231,407,683,235,220,401,228,257,164,473,331,401,257,236,339,349,270
"SPAC56F8.06c",167,93,144,26,25,24,168,79,175,46,150,131,155,75,91,139,130,122
"SPAC56F8.09",875,294,528,503,317,287,235,109,145,206,513,411,537,413,288,552,492,393
"SPNCRNA.716",221,71,217,125,56,65,162,105,150,48,122,140,55,48,74,82,101,81
"SPAC56F8.12",2,0,0,19,20,0,0,2,6,0,9,3,0,2,5,2,0,0
"SPAC56F8.16",400,395,557,31,125,167,569,380,540,259,568,527,470,352,453,522,675,531
"SPAC22A12.02c",4,0,3,3,4,0,1,7,0,2,12,6,2,2,9,3,1,5
"SPAC22A12.04c",10753,4934,7606,9656,5850,3782,7831,4943,4919,2529,8852,5158,7032,5505,4651,7083,7435,4937
"SPNCRNA.717",3,3,0,1,1,0,11,1,3,0,4,3,0,2,4,0,2,1
"SPAC22A12.07c",4482,1955,2911,3599,1859,1507,3575,1673,2003,1523,5449,3273,3335,2142,1967,2790,3461,1932
"SPAC22A12.08c",984,430,729,895,362,440,898,524,704,303,1435,915,684,453,507,578,867,455
"SPAC22A12.10",2466,1074,1673,2322,1316,931,1901,1018,1119,742,2631,1595,1726,1171,1100,1465,1988,1015
"SPAC22A12.09c",143,143,154,97,100,65,151,102,169,84,209,130,133,106,164,144,191,145
"SPAC22A12.11",1995,1120,1632,1865,1000,725,1944,1621,1810,878,2961,1951,1577,1127,1224,1452,1958,1063
"SPAC22A12.12c",583,273,411,618,257,184,397,245,322,219,747,478,438,307,304,444,447,252
"SPAC22A12.14c",253,160,293,326,154,100,142,114,144,120,356,244,286,182,226,221,201,194
"SPNCRNA.719",2,0,7,5,2,0,8,3,0,1,14,9,5,4,0,0,7,0
"SPAC22A12.17c",59,21,70,1839,1007,894,10937,7397,7398,1878,10414,4357,255,60,190,147,371,63
"SPNCRNA.168",0,0,0,9,0,0,0,0,2,1,1,0,0,3,2,0,7,2
"SPNCRNA.720",56,18,36,34,17,1,12,19,7,1,22,11,19,22,19,35,22,13
"SPNCRNA.721",63,34,40,34,15,26,114,42,36,6,25,22,39,40,49,45,36,39
"SPAC4C5.02c",426,190,306,428,139,213,429,198,225,136,447,247,288,189,200,283,299,249
"SPAC4C5.03",294,156,282,286,201,128,714,337,420,143,519,317,295,210,218,299,333,215
"SPSNORNA.07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPSNORNA.09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAC10F6.01c",5784,4528,6384,6055,3163,2991,4557,4010,4586,1766,3473,3216,4415,3803,4106,4371,5475,5470
"SPNCRNA.724",188,90,117,142,72,44,164,94,115,43,147,97,121,105,65,110,172,83
"SPAC10F6.02c",1052,583,935,837,446,416,623,406,471,468,1092,832,996,667,642,839,880,693
"SPAC10F6.05c",265,139,149,367,260,274,661,398,455,153,525,294,250,225,172,241,343,181
"SPNCRNA.725",67,25,61,64,32,9,22,26,52,19,80,47,45,38,45,37,93,27
"SPAC10F6.10",568,280,495,592,225,191,229,111,236,179,499,364,441,286,300,357,422,318
"SPNCRNA.726",23,9,8,0,8,2,21,13,3,11,25,9,15,11,7,4,31,4
"SPAC10F6.15",16,7,5,26,27,14,65,27,32,19,52,24,20,5,13,16,22,8
"SPNCRNA.432",2,4,8,21,3,7,1,11,2,1,3,5,1,3,1,1,2,5
"SPAC10F6.17c",560,262,392,222,216,256,271,206,229,168,559,378,368,225,265,260,410,255
"SPAC56E4.03",1376,931,1376,1511,808,721,1049,1106,1154,647,1900,1147,1092,865,910,1124,1527,1028
"SPAC56E4.07",907,395,588,855,407,256,745,420,507,279,963,586,611,435,383,510,499,380
"SPNCRNA.730",20,4,13,0,5,0,2,0,1,7,11,5,10,3,4,8,2,6
"SPAC1420.02c",4962,2311,3451,4456,2286,2189,4322,2025,2361,1291,4043,2486,3180,2301,2033,2741,3414,2006
"SPAC1420.03",750,358,513,858,389,328,1130,447,596,287,1127,669,463,336,425,483,593,323
"SPAC1420.04c",38,24,39,21,26,28,28,18,23,26,45,45,23,26,28,30,47,43
"SPNCRNA.731",3,0,2,14,3,0,14,4,6,0,5,8,3,1,1,8,3,3
"SPAPB17E12.02",47,10,29,21,10,30,37,7,15,13,36,26,24,10,13,20,32,16
"SPAPB17E12.03",414,151,238,235,109,61,247,105,101,123,451,289,323,171,174,303,254,175
"SPAPB17E12.05",5706,3195,4303,5091,2828,2496,4156,2129,2493,1284,4832,2951,4031,2873,2544,3750,3661,2767
"SPAPB17E12.11",1160,552,903,989,597,398,829,526,588,360,1489,878,921,603,548,869,977,682
"SPNCRNA.732",16,7,16,0,10,0,17,5,0,7,12,3,15,7,8,16,10,26
"SPNCRNA.733",48,22,41,13,10,0,25,15,20,7,29,16,17,30,8,22,22,11
"SPAC1565.03",52,21,32,3,17,16,55,19,35,15,51,35,36,30,29,44,24,30
"SPAC1565.05",2566,975,1681,1606,875,648,994,426,564,632,1778,1290,1563,1108,947,1495,1611,1091
"SPAC1565.06c",431,142,265,577,224,196,942,358,452,141,621,371,388,233,225,339,411,220
"SPAC1565.07c",686,337,528,274,218,150,330,156,251,281,1014,672,463,318,344,446,470,339
"SPATRNAPRO.02",41898,15912,30187,52290,38976,17687,60361,22362,27717,17419,76376,42579,45053,30151,27472,49895,44758,20855
"SPSNORNA.53",2900,1126,2362,3027,1712,1331,2597,1747,2235,862,2821,1302,2337,1906,1364,2030,2022,1544
"SPAC6F12.06",1218,531,779,1100,598,437,1203,469,793,399,1485,941,845,591,483,720,678,484
"SPAC6F12.07",836,365,666,900,452,342,535,381,402,186,793,420,595,484,389,642,630,498
"SPAC6F12.08c",375,151,234,124,76,51,294,150,196,101,360,207,183,177,160,209,236,171
"SPAC6F12.09",506,245,426,262,135,86,530,218,246,144,504,334,357,297,260,338,398,318
"SPAC6F12.12",491,192,359,365,168,162,395,292,326,168,620,414,374,263,264,326,398,321
"SPAC6F12.13c",1301,648,1180,1134,676,535,1302,967,853,292,1108,766,733,611,630,715,884,668
"SPAC6F12.15c",425,193,320,203,138,95,482,223,332,136,479,275,331,166,189,290,300,248
"SPAC19E9.01c",520,325,549,401,295,291,432,336,419,228,631,423,446,295,375,417,525,381
"SPAC19E9.02",813,417,683,843,395,300,583,388,447,256,755,515,748,454,468,647,771,523
"SPNCRNA.86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.738",20,9,16,4,16,8,5,17,13,4,15,20,3,8,18,8,5,13
"SPAC19E9.03",452,354,672,416,349,345,1135,1006,1247,244,886,592,442,341,394,400,566,441
"SPAC57A10.03",457,169,293,282,171,109,188,87,89,95,356,210,257,163,173,229,225,157
"SPAC57A10.05c",306,163,324,272,135,85,539,354,426,132,444,218,263,200,194,206,273,219
"SPAC57A10.06",7,5,14,0,5,0,26,11,5,1,11,9,22,8,4,4,5,7
"SPAC57A10.07",591,246,429,424,193,109,260,134,173,134,558,353,362,253,196,322,359,228
"SPAC57A10.08c",158,67,102,234,74,58,148,92,77,60,256,145,123,78,75,118,122,56
"SPAC57A10.09c",973,466,739,2125,919,856,2366,1465,1800,551,2119,980,914,570,595,818,960,571
"SPAC57A10.12c",2706,1707,2556,3372,1761,1653,1534,1707,1555,803,1808,1483,2183,1907,1752,2571,2797,2287
"SPAC20G8.04c",1717,1020,1565,1406,712,531,1205,796,1045,668,1895,1473,1124,812,729,1015,1201,928
"SPAC20G8.05c",2140,914,1577,1688,979,876,1364,809,826,689,2524,1620,1737,1101,1133,1565,1870,1060
"SPAC20G8.06",2729,1442,2692,1498,807,546,1737,1261,1538,1003,2771,2033,2103,1584,1842,2214,2423,2017
"SPAC20G8.08c",838,383,625,430,192,158,287,170,268,293,771,587,642,438,354,564,598,398
"SPAC20G8.09c",3123,1616,2915,2307,1254,1097,904,693,821,750,1886,1543,2084,1695,1760,1964,2529,1754
"SPAC20G8.10c",27,14,30,12,5,5,30,28,42,8,27,14,15,9,11,23,32,24
"SPAC3A12.04c",329,130,230,225,127,143,119,76,128,120,353,202,305,232,139,222,229,131
"SPAC3A12.19",94,54,80,146,84,44,72,71,92,39,101,57,77,41,57,76,81,67
"SPAC3A12.07",1019,427,727,935,423,418,757,307,340,286,921,575,622,500,440,789,738,438
"SPNCRNA.741",7,1,1,29,3,6,0,4,0,3,7,4,1,11,0,5,0,1
"SPAC3A12.11c",881,380,597,692,359,240,1053,392,404,280,920,461,662,488,311,741,672,352
"SPAC3A12.14",2023,855,1662,2361,1144,1152,2526,1390,1616,786,3137,1734,1716,1164,1163,1516,1843,1092
"SPAC3A12.15",938,411,715,591,425,191,682,388,434,263,1089,594,643,497,423,700,785,471
"SPSNORNA.48",0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
"SPAC3A12.18",1854,1076,1735,2775,1552,1344,3622,2972,3249,1407,4733,2716,1776,1190,1415,1591,2492,1419
"SPAC9.03c",1977,1129,1919,1891,1014,1146,1432,1318,1618,899,2033,1576,1734,1314,1339,1713,2001,1840
"SPAC9.05",296,114,247,247,74,59,202,118,111,98,379,239,220,174,173,183,221,178
"SPAC9.06c",74,37,70,70,38,39,104,42,58,32,91,70,82,44,55,52,54,93
"SPAC9.08c",317,136,231,217,96,101,375,186,280,124,322,206,293,181,188,283,280,172
"SPAC9.09",15489,11673,17527,16628,9145,9056,10700,9514,11959,4682,9711,8416,10377,9469,10405,11344,14553,12636
"SPNCRNA.743",48,15,20,23,10,29,68,4,2,26,32,16,60,32,28,74,38,7
"SPAC9.10",563,267,399,319,152,102,158,103,94,101,400,242,342,276,164,328,342,290
"SPNCRNA.171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAC5D6.12",291,221,412,205,91,107,225,127,186,156,342,313,280,247,240,287,275,308
"SPAC5D6.10c",2,1,0,2,1,1,2,1,5,0,0,1,0,0,2,0,2,1
"SPAC5D6.09c",99,85,116,89,17,26,117,102,129,52,96,74,135,111,135,120,203,164
"SPAC5D6.07c",237,87,128,142,108,66,471,188,268,42,245,150,115,90,77,106,170,62
"SPAC5D6.04",611,298,508,436,279,205,1025,488,644,190,765,460,457,348,294,392,510,345
"SPAC5D6.02c",60,37,75,37,27,2,42,43,48,32,67,56,64,56,61,53,63,43
"SPAC57A7.10c",3414,1806,3103,3617,1803,1412,2647,1520,2060,1248,3950,2715,2619,1923,1985,2265,2964,1928
"SPNCRNA.174",1,0,0,0,0,0,0,0,0,0,4,0,3,3,2,3,0,0
"SPAC57A7.08",976,432,773,1016,429,288,1097,706,883,370,1359,824,871,548,597,731,840,586
"SPAC57A7.06",1503,749,1140,1038,491,510,564,452,464,463,1099,816,1042,890,752,1136,1057,964
"SPAC57A7.04c",5115,4126,6796,4738,3707,4254,3151,4050,4538,1695,3066,3129,3838,4139,4774,4706,5979,5991
"SPAC167.07c",485,233,480,392,161,116,649,359,490,248,876,472,360,270,235,355,381,247
"SPAC167.05",257,135,284,269,130,174,331,232,322,116,337,250,185,155,204,224,247,199
"SPAC167.04",725,344,471,645,358,316,745,296,325,273,845,461,559,359,336,520,626,299
"SPAC167.09",48,32,74,15,20,14,41,40,39,39,88,68,64,42,31,62,88,37
"SPAC167.08",5,3,4,1,0,0,1,1,0,2,6,1,1,0,4,0,1,2
"SPAC1705.03c",5510,3727,5736,4115,2582,2260,3985,3273,3542,2380,5932,5294,5774,3989,5509,5500,7631,5282
"SPNCRNA.80",0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3
"SPNCRNA.745",26,2,5,3,4,0,2,1,3,7,19,3,5,11,5,5,3,3
"SPNCRNA.81",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SPAC23H4.17c",165,100,187,144,75,84,165,93,132,51,207,138,110,94,129,134,193,115
"SPAC23H4.16c",271,108,205,76,56,58,140,91,124,68,263,176,154,125,127,151,156,131
"SPAC23H4.15",2265,1035,1773,2154,846,756,692,393,428,609,1785,1328,1384,1136,1007,1372,1434,1083
"SPAC23H4.21",100,54,84,119,56,11,75,26,22,57,144,77,103,53,43,101,94,61
"SPAC23H4.13c",186,89,131,110,70,49,140,51,70,85,322,176,166,87,99,134,135,107
"SPAC23H4.12",706,353,577,903,362,278,523,286,339,247,796,475,568,354,295,524,460,377
"SPAC23H4.08",165,92,126,241,89,183,172,94,72,68,225,116,147,62,64,128,104,112
"SPAC23H4.07c",881,382,554,714,369,263,756,315,268,268,832,506,503,415,332,522,550,353
"SPAC23H4.05c",17,14,11,29,13,1,18,4,29,1,20,13,16,5,12,12,8,10
"SPNCRNA.746",22,5,16,0,2,17,8,2,1,1,19,14,17,1,11,7,9,8
"SPAC23H4.04",551,211,372,273,147,72,345,124,158,162,489,320,385,307,194,371,355,251
"SPATRNATHR.01",722,111,306,878,813,260,785,125,678,350,1008,582,918,723,837,785,656,460
"SPNCRNA.747",13,5,15,0,1,0,22,9,5,5,19,14,10,17,7,10,21,2
"SPAP27G11.03",306,102,216,281,109,99,305,80,159,107,242,187,202,119,130,189,181,123
"SPAP27G11.05c",679,312,540,500,346,246,891,479,586,199,691,438,513,378,318,497,591,370
"SPNCRNA.749",28,16,37,39,16,0,10,13,7,9,24,34,16,16,27,26,18,19
"SPAP27G11.09c",779,436,735,581,359,248,739,342,429,255,1099,636,546,430,373,490,673,350
"SPAP27G11.14c",334,184,292,174,95,72,315,102,191,108,333,276,262,211,182,230,264,204
"SPAP27G11.15",120,58,84,22,38,15,66,20,47,49,120,79,95,55,72,79,93,56
"SPAC343.01c",1248,601,935,1009,533,397,784,403,621,352,1315,775,828,617,543,772,997,560
"SPAC343.03",119,40,57,93,34,42,63,40,76,56,120,93,96,64,73,85,64,55
"SPAC343.04c",489,242,405,550,264,171,956,430,639,186,615,431,386,348,281,375,422,287
"SPAC343.05",3496,1856,2562,3102,1896,1513,2632,1704,1978,1045,3555,2372,2495,1809,1774,2239,2580,1953
"SPAC343.08c",1056,484,716,758,388,232,611,262,332,347,1011,737,599,411,404,598,577,425
"SPAC343.07",4,0,6,0,0,0,8,0,1,7,8,8,9,3,1,2,2,6
"SPNCRNA.752",73,35,53,11,27,37,20,17,45,14,27,31,29,19,28,15,47,23
"SPAC343.10",1722,708,1185,1290,779,571,1601,740,1058,510,1989,1171,1092,686,692,927,1058,648
"SPAC343.11c",404,318,449,474,228,143,531,511,617,193,461,358,372,262,347,370,501,438
"SPAC343.20",529,309,471,734,480,246,203,227,184,121,336,226,495,368,352,403,560,272
"SPAC343.17c",444,221,362,243,144,92,434,183,250,149,610,346,361,266,245,268,330,267
"SPAC343.15",126,85,135,122,51,26,78,54,95,47,112,88,82,92,100,90,104,112
"SPNCRNA.754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAC824.04",428,165,276,142,94,85,342,163,220,123,573,321,338,227,228,259,351,204
"SPAC824.05",576,282,389,279,200,252,663,270,482,179,676,463,381,295,254,332,373,277
"SPAC824.07",829,408,634,826,518,467,1797,900,1141,417,1821,863,925,582,525,723,994,452
"SPAC824.08",667,389,604,226,162,208,316,230,299,214,728,495,403,282,399,279,502,346
"SPATRNALYS.01",623,221,437,587,401,258,548,229,213,237,683,640,607,373,389,717,416,299
"SPAC664.03",1325,526,931,1402,550,527,1095,475,587,483,1355,873,909,641,551,800,924,591
"SPAC664.04c",7812,3562,5402,5621,3625,2663,4571,2129,2641,1549,6027,3938,4454,3611,3122,4635,4922,3225
"SPAC664.07c",161,86,104,25,24,30,109,49,65,40,221,102,115,75,66,155,111,79
"SPAC664.08c",1267,517,983,1394,607,593,367,209,253,426,1191,881,1067,843,617,1002,1059,707
"SPAC664.09",1141,508,777,909,442,377,1045,590,735,421,1443,908,723,596,483,731,703,545
"SPAC664.10",735,392,629,402,215,238,590,357,571,281,969,613,510,397,387,533,527,395
"SPAC664.11",17270,10348,14914,17010,9304,8119,11363,9297,10338,5513,14522,10713,9900,6798,8221,9522,12460,8617
"SPAC664.12c",262,99,202,166,71,37,170,97,160,75,344,185,192,131,100,165,169,107
"SPAC664.14",2269,870,1332,1686,901,659,1557,786,880,581,1863,1114,1268,887,845,1277,1454,821
"SPNCRNA.758",5,0,7,0,0,0,0,0,9,4,4,1,2,0,0,0,5,1
"SPACUNK12.02c",118,64,118,94,84,53,183,181,178,53,181,124,70,85,58,83,118,91
"SPAC105.01c",274,147,199,171,72,82,188,100,156,101,235,237,184,165,164,172,224,147
"SPAC17A5.18c",73,21,54,46,16,39,91,22,25,15,67,34,47,28,32,26,25,30
"SPAC17A5.02c",415,220,314,233,199,160,258,95,109,107,414,295,350,234,218,294,259,199
"SPAC17A5.03",5366,4161,5800,6657,3979,3455,4410,4337,4446,2100,4252,3594,4107,3869,4207,4759,6319,4755
"SPAC17A5.04c",521,182,310,246,134,157,346,148,215,176,570,365,378,277,218,314,401,204
"SPAC17A5.19",38,18,50,27,1,0,12,13,11,9,47,54,26,17,15,32,59,20
"SPAC17A5.06",649,317,514,290,202,148,499,385,459,227,632,456,450,380,360,308,438,353
"SPAC17A5.08",851,373,713,813,378,385,582,323,407,233,1032,687,546,338,403,478,489,426
"SPAC17A5.10",34,49,64,34,34,35,108,85,97,24,108,55,50,50,49,53,62,68
"SPAC17A5.11",23,5,16,31,8,15,50,22,21,18,41,21,21,21,17,40,34,20
"SPAC17A5.12",249,159,263,221,90,68,263,188,296,97,421,280,242,199,225,299,285,274
"SPAC17A5.14",2274,1075,1741,1942,1153,1044,2135,1139,1494,824,3077,1761,1818,1233,1099,1623,1687,1174
"SPAC17A5.16",517,316,481,570,245,205,394,248,288,228,636,464,411,351,318,409,535,377
"SPAC1610.01",279,75,173,204,99,111,220,77,98,89,312,147,159,131,91,183,195,120
"SPAC1610.02c",488,230,384,375,207,128,328,216,251,151,599,369,398,281,232,345,370,246
"SPAC1610.03c",13,11,5,44,7,6,10,3,14,4,25,13,14,9,10,8,14,9
"SPAC1610.04",430,192,322,384,217,144,438,273,304,145,566,361,287,189,241,331,318,224
"SPAC1002.02",113,85,130,33,40,49,74,74,112,52,160,90,100,91,70,75,92,81
"SPAC1002.03c",3145,1473,2247,2283,1243,1168,2028,1139,1471,884,2913,1944,2157,1612,1578,1989,2554,1649
"SPAC1002.04c",292,88,219,133,150,101,400,153,245,103,392,184,301,197,126,262,223,136
"SPAC1002.05c",244,97,191,80,81,56,418,172,175,84,337,216,200,106,127,192,197,120
"SPAC1002.09c",6021,2452,4016,6081,3099,2599,5950,3071,3678,2009,6569,3761,3356,2212,1996,2971,3324,1892
"SPAC1002.12c",597,329,476,458,367,334,647,361,393,171,773,433,302,208,234,274,266,189
"SPAC1002.20",13,3,8,95,54,29,38,40,29,2,7,4,11,6,12,5,21,4
"SPAC1002.19",42,32,50,143,37,55,339,192,166,424,1608,681,22,24,16,35,47,31
"SPAC1399.04c",107,50,126,86,39,20,315,79,138,41,198,101,77,57,79,66,102,44
"SPAC1399.03",478,334,448,190,123,81,323,204,266,125,501,265,309,288,276,409,333,294
"SPAC1399.01c",94,51,92,33,24,14,173,102,130,42,123,94,89,77,67,76,142,98
"SPAP11E10.02c",44,36,87,0,19,11,22,55,100,17,58,52,47,45,51,48,71,79
"SPAPB1A10.02",71,30,76,56,36,15,158,57,95,30,110,68,67,47,65,74,61,35
"SPNCRNA.181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAPB1A10.06c",1017,641,1024,983,437,415,478,257,364,423,907,879,868,697,585,709,775,765
"SPAPB1A10.07c",408,202,326,164,183,82,569,214,332,161,624,337,302,232,234,295,340,247
"SPNCRNA.767",73,30,46,44,38,14,79,37,29,14,58,46,55,41,39,57,96,25
"SPNCRNA.768",53,31,51,54,35,27,36,24,35,9,47,23,36,20,7,29,21,36
"SPAPB1A10.08",79,50,124,169,73,53,129,109,154,45,158,98,75,59,79,66,114,57
"SPAPB1A10.10c",461,146,270,265,131,98,333,133,179,90,489,220,262,245,178,298,332,168
"SPAPB1A10.11c",560,221,381,446,149,160,324,165,166,156,513,357,357,218,244,356,343,223
"SPAPB1A10.12c",511,319,501,588,263,213,410,352,439,219,626,498,497,319,434,404,641,402
"SPNCRNA.769",74,20,46,24,32,16,81,37,41,14,77,48,27,23,31,31,33,15
"SPNCRNA.770",1,6,1,21,2,0,7,1,8,8,10,6,1,0,1,2,5,3
"SPAC140.02",18306,8845,13190,17215,9325,7473,4814,3004,3026,3106,8142,6306,12997,10412,8426,12775,14663,8932
"SPNCRNA.771",79,40,54,21,31,43,45,11,25,26,80,67,45,35,32,62,67,37
"SPAC140.04",70,38,58,17,24,37,90,44,65,25,76,46,63,69,24,60,47,64
"SPAC110.02",338,186,374,243,100,69,236,132,188,112,382,263,305,239,257,293,287,251
"SPNCRNA.773",25,18,13,0,2,3,8,9,6,7,20,9,10,4,9,12,15,11
"SPAC110.04c",5826,4338,6577,5934,3590,3680,4566,4001,4812,2230,4912,4441,4042,3422,4023,4491,5402,4923
"SPAP14E8.02",1346,712,1221,607,352,332,429,432,343,339,830,721,1249,792,923,1012,1226,743
"SPAP14E8.03",397,188,293,172,199,124,454,216,329,129,411,234,236,201,172,265,258,224
"SPAP14E8.04",138,49,127,116,40,30,184,86,102,60,231,121,118,72,54,84,126,65
"SPAP14E8.05c",585,217,342,623,277,140,747,297,309,276,950,500,436,290,216,443,410,229
"SPAC3H1.03",205,77,149,242,81,18,161,68,98,56,204,120,126,87,68,177,129,77
"SPNCRNA.775",5,5,6,6,1,0,0,0,8,1,2,7,3,7,4,1,7,6
"SPAC3H1.08c",142,63,125,55,51,34,160,48,53,32,193,111,101,112,72,96,132,100
"SPNCRNA.776",30,20,30,12,9,1,4,4,12,17,23,21,18,22,18,20,20,12
"SPAC3H1.10",746,298,431,406,250,143,481,183,216,167,527,352,379,292,236,358,365,250
"SPNCRNA.778",51,16,21,41,13,4,58,14,26,8,24,10,26,12,24,21,47,13
"SPNCRNA.779",63,32,75,6,20,0,4,12,25,12,49,31,47,21,13,40,31,23
"SPNCRNA.780",38,25,36,31,17,56,55,10,11,6,25,12,39,31,21,36,31,27
"SPNCRNA.782",86,38,64,47,12,17,42,18,21,18,21,20,18,9,19,29,22,12
"SPAC3H1.11",862,617,1046,354,144,138,1268,862,1346,281,626,551,750,603,779,829,1013,821
"SPAC3H1.14",198,63,123,63,60,29,228,94,134,60,253,116,150,103,89,136,130,72
"SPAC9G1.05",2643,1059,1832,2057,1165,1015,2286,965,1137,913,3314,1827,2181,1367,1148,1666,2147,1093
"SPAC9G1.06c",360,261,406,213,135,90,357,238,349,154,348,287,303,244,228,278,358,327
"SPAC9G1.07",86,47,102,95,31,8,35,39,56,35,85,68,71,68,82,78,84,89
"SPAC9G1.11c",916,388,605,607,314,299,982,408,587,294,1045,648,683,476,369,625,785,388
"SPAC9G1.12",834,366,607,919,321,208,334,250,259,267,616,465,476,456,337,494,527,442
"SPAC767.01c",2617,1197,1973,2453,1311,1046,2980,1393,1900,1196,5160,2972,2052,1442,1340,1806,2098,1374
"SPNCRNA.786",26,10,19,3,12,1,28,13,7,4,26,16,29,11,13,35,32,15
"SPAC17H9.01",679,350,598,522,250,200,542,321,439,244,763,584,590,406,358,550,497,520
"SPAC17H9.05",2221,976,1692,2183,966,955,838,454,444,631,1950,1196,1743,1486,946,1931,1435,1176
"SPAC17H9.06c",247,103,180,74,55,76,164,73,115,103,261,178,197,115,105,197,176,110
"SPAC17H9.07",751,261,528,478,293,138,571,247,270,201,795,382,459,340,276,498,361,273
"SPAC17H9.08",590,247,356,394,234,149,262,132,157,188,639,442,443,311,223,328,534,263
"SPAC17H9.11",403,205,348,324,193,207,290,235,210,133,500,298,322,228,204,349,334,257
"SPNCRNA.788",13,9,3,0,25,1,4,3,6,6,22,15,8,16,9,13,4,4
