,Glul,Sparcl1,Calm2,Cpe,Snap25,Ndrg4,Eef1a1,Ckb,Gng13,S100a5,Trak2,Omp,Kif5b,Sash1,Scd1,Mcf2l,Igfbp5,Nr2f2,Vtn,Frzb,Sorbs1,Timp3,Lpar1,Atf5,Npy,Sez6,Ccnd1,Tubb2b,Mest,Fmo1,Vim,Ahnak,Ptn,Id3,Baiap2,Ahcyl2,Kcnh3,Nudt4,Cldn5,Gja1,Igfbp7,Hmgcs2,Rgcc,Igf1,Gpt2,Foxd3,Unc13c,Prdx6,Rbfox3,Pmepa1,2310022B05Rik,Igfbp4,Psd,Dcn,Sh3pxd2a,Agt,Epas1,Gprin1,Ablim3,Aqp4,Bpifb9b,Mfap3l,Msi2,S100b,Ppfia1,Col1a1,Kcnj10,Plekhb1,Lrrc58,Icam5,Slc7a11,Ctxn1,B2m,Tmem132b,Gm13889,Plp1,Bpifb9a,Bgn,Phgdh,Hey2,Aspa,Prdx1,Igfbp2,Psat1,Cebpd,Gsn,Atp1a2,Abl2,Ifitm3,Kcnj4,Clca1,Cav1,Ccnd2,Slc4a4,Myo5a,Plce1,Rcn2,Bai2,Sox10,Necab2,Tax1bp3,Dpf1,Edil3,Nrep,Vstm4,Igf2,Rcn1,Wls,Camk2a,Prss23,2010300C02Rik,Trnp1,Tspan15,Tbc1d9b,Heyl,Pik3r1,Hbb-b2,Nnat,Fyco1,Ifi27l1,Mmd2,Tyro3,Fam163b,Fxyd6,Dab2ip,Lmo4,Fmnl2,Arpc1b,Bmp7,Aebp1,Limd2,S100a16,Slc13a4,Cnn3,Plekha4,Dcx,Yap1,Itm2a,Lamc1,Mdk,Dnajc6,Shisa9,Aldh1a1,Tnfrsf19,Srebf1,Slc17a7,Grasp,Rgs12,Eomes,Usp54,Shisa2,AI593442,Mt2,Zdhhc2,Cyp2j6,Kalrn,Camk4,Tshz2,Mapk8ip1,Ly6c1,Gm20594,Nfia,Col1a2,Akap12,Trh,Bag3,Fam131b,Ppp3ca,Rab3b,Arhgap33,Dtx4,Vat1l,Elovl5,Nmb,Pde5a,Lrp4,Arvcf,Scrib,Ogn,Slc38a3,Iqgap1,Col12a1,Pla2g16,Fam107a,Rasl10b,Thbs2,Phldb2,Foxo1,Tmod2,Col11a1,Sphk1,Bcl11b,Dab2,Serpine2,Camkv,Hlf,Gatm,Sp9,Rhobtb3,Gabrb2,Angptl4,Acbd7,Hadhb,Dlgap3,Fam3c,Efemp1,Aqp1,Cacng3,Syt7,Arhgap5,Prss56,Nppa,Aldh2,Hba-a2,Pip5k1c,Lcat,Desi1,Htra1,Zfp36l1,Snx18,Lrig1,Chl1,Slc35f1,Sox11,Sfrp5,Fam213a,Add2,Celf5,Cpne2,Rprml,Celf3,Cyp2a5,Slc2a1,Cav2,Wipf3,Arx,Serpinf1,Gabra5,Itpr3,Sat1,Ctsd,Igsf3,Spon1,Itga7,Jam2,Col9a2,Adcy2,Serping1,Ypel3,Ncan,Gabrg2,Reln,Alx3,Snn,Matn4,Prex1,Rps29,Ctnna1,Mycn,Islr,Vwa1,Mtss1l,Cdk17,Mrc1,Gria3,Fgfr1,Shisa3,Cald1,Hes5,Plscr4,Gfap,Plat,S100a6,Axl,Grb14,Baalc,Bcar3,Slc13a3,Ppfia2,Col16a1,Gnb2,Vsnl1,Rcan2,Cyp2j9,Pgbd5,Afap1l2,Tuba1c,Dlx1,Zfp36l2,Dclk2,Serpina3n,Adk,Fam212b,Fbln2,Dst,Zfp385a,Fibcd1,Tenm3,Gstm1,Id1,Wnt6,Apold1,Fads1,Cmtm5,Camkk2,Rab40b,Pcp4,Mbp,Vamp2,Atp1b1,Gpm6b,Slc1a2,Gad1,Hspa8,Gm1821,Scd2,Aldoa,Tspan7,Itm2b,Syt1,Hsp90aa1,Tubb2a,Tmsb4x,Atp5b,Atp5a1,Rtn3,Slc1a3,Ldhb,Rplp1,Apc,Nrgn,Cck,Camk2b,Ncdn,Gng4,Gpsm1,Penk,Cpne4,Nrsn1,Atp1a1,Syn1,Nrxn3,Aplp1,Ube2ql1,Grb2,Laptm4a,Dynll1,Sparc,Grin1,Prkca,Doc2g,Hpcal4,Lamp1,Cdhr1,Dbi,Tshz1,Pbx1,Egr1,Gabra1,Stxbp1,Gda,Snap91,Ppm1e,Agap2,Eno2,Sh3gl2,Psd3,Uqcrh,Fkbp1a,C1qtnf4,Rragd,Gapdh,Nat8l,Ctsb,Sncb,Celf1,Nrxn2,Cx3cl1,Mdh2,Dync1i1,Ttyh1,Ppp3r1,Scamp1,Calb2,Cbx6,Ncam1,Fscn1,Eif4a1,Bex2,Atp6v1e1,Kcnd2,Ap2m1,Pebp1,Cdk5r1,Rab3a,Rasgrp1,Abr,Sipa1l1,Rpl3,Ppp3cb,Hnrnph1,Mlf2,Tpt1,Chgb,Stxbp6,Eif5a,Cadm2,Dner,Mef2c,Rasl11b,Ptms,Eef1a2,Ywhaz,Ptpro,Clip3,Ubl3,Ywhaq,Slc32a1,Anks1b,Bin1,Pdhb,E030024N20Rik,Inpp5j,Ppp1cc,Ghitm,Dnm1,Rnf187,Trim9,Stmn1,Ypel5,Pnmal2,Gm5148,Tmsb10,Nap1l5,Slc22a17,Serinc3,Pgam1,Ywhah,Apoe,Fabp7,Apod,Ptgds,Kctd12,Beta-s,Sepp1,Marcks,Meis2,Nsg2,Ppia,Synpr,Tspan3,Dclk1,Mapk1,Dlgap1,Camk2n1,Arf3,Pcp4l1,Eif1,Map2,Cplx1,Mt1,Olfm1,Map2k1,H3f3a,Celf2,Cdr1,Map1b,2900097C17Rik,Purb,Atp2b1,Slc6a11,Aldoc,Gria2,Slc6a1,6330403K07Rik,Qk,Scg2,Cfl1,Meg3,Ywhag,Nptn,Calm3,Ptma,Rtn1,Stmn3,Hnrnpa2b1,Atp5g3,Cox4i1,Cd81
13.039x19.141,62,64,102,85,104,119,110,98,5,1,3,3,3,2,10,2,8,1,0,1,5,2,2,1,0,25,2,24,1,2,2,4,2,1,14,5,14,7,1,8,2,3,2,0,4,0,2,8,7,2,3,0,9,4,3,2,4,11,9,5,0,6,2,6,1,2,10,6,8,10,1,11,4,0,24,25,0,0,3,0,1,12,1,0,0,11,3,4,0,11,0,2,0,3,9,0,14,10,0,11,2,8,7,16,1,2,0,5,10,5,11,6,2,2,0,3,1,6,0,1,15,4,7,6,0,4,3,0,0,2,1,12,2,8,0,22,4,4,0,0,2,1,1,0,1,1,1,2,2,2,4,0,6,1,1,8,4,0,8,2,1,1,2,4,4,0,17,9,1,4,0,0,3,3,0,3,3,1,1,2,1,2,0,4,13,0,3,3,11,1,0,12,0,7,8,11,3,23,1,3,0,0,4,2,0,1,1,8,0,2,1,0,0,0,3,0,11,17,1,0,3,0,0,3,0,3,3,7,1,5,4,1,4,5,5,5,1,7,0,2,7,5,0,1,3,1,12,2,11,1,5,3,0,8,1,1,3,8,3,4,1,5,4,0,11,5,1,0,3,0,3,3,1,1,2,12,1,1,10,0,6,5,4,3,2,0,5,10,1,10,0,3,0,0,9,2,0,6,8,1,1,2,10,2,14,4,40,167,38,38,33,38,33,79,54,55,27,55,75,33,27,66,81,39,31,54,40,28,38,27,23,6,17,7,13,19,42,22,11,21,11,9,40,13,14,26,13,27,5,21,14,14,12,6,21,14,13,12,15,18,13,17,12,14,26,29,7,21,23,19,10,11,9,17,16,16,15,8,21,15,13,18,15,7,10,19,15,22,24,11,8,22,24,19,40,21,16,10,19,20,18,17,13,8,3,14,8,19,11,4,13,16,9,9,14,5,25,9,13,4,8,11,7,28,20,14,17,24,34,4,10,15,27,18,24,20,9,26,108,14,19,45,14,8,32,60,40,33,44,52,31,40,22,22,45,34,33,35,49,11,27,32,20,46,37,18,25,22,29,25,27,27,16,13,53,34,24,39,22,33,26,41,53,53,36,48,13,28,27
14.024x19.115,63,66,119,102,119,148,105,108,3,2,7,2,8,6,4,11,7,4,2,0,21,1,0,1,1,8,0,21,3,1,6,0,0,1,9,2,13,0,2,13,1,0,0,0,0,0,0,9,4,2,6,0,24,1,0,0,12,7,16,7,0,1,6,5,8,0,12,6,7,20,0,14,9,0,21,5,0,0,2,2,1,15,1,4,1,2,5,25,0,14,0,0,1,8,11,0,13,9,0,17,2,7,9,13,1,2,0,3,9,4,13,10,1,4,1,8,2,5,3,2,25,5,18,1,1,3,0,1,0,0,9,5,1,4,1,17,2,3,1,3,9,3,1,0,0,2,4,5,1,3,0,1,4,2,0,11,1,1,6,3,1,2,0,0,0,0,11,13,4,10,2,0,4,7,0,1,0,4,2,9,0,1,3,3,11,0,0,0,1,0,0,8,0,13,17,5,8,10,2,3,1,0,1,5,4,3,0,4,14,6,0,0,3,1,13,1,9,12,0,1,2,1,0,8,0,10,4,24,0,5,9,0,1,2,10,11,0,9,0,0,0,4,2,0,3,1,7,0,8,0,8,8,0,9,0,2,4,0,1,2,1,5,10,0,10,5,4,0,0,0,4,1,0,0,1,8,0,9,10,0,19,5,2,1,7,0,10,5,2,6,0,2,0,0,1,1,0,7,3,0,0,1,3,2,10,13,66,68,50,90,37,57,59,53,67,61,52,74,84,44,37,70,39,75,50,45,52,33,40,17,30,5,30,25,21,30,54,34,16,16,20,20,32,21,17,9,39,24,15,30,8,24,15,4,24,34,9,9,8,41,21,19,23,31,33,14,15,16,33,17,10,24,23,18,13,15,28,11,23,15,12,14,9,12,29,11,19,16,28,35,10,15,29,17,22,15,13,17,17,21,18,18,30,7,14,18,10,18,15,7,18,19,20,17,31,20,39,18,15,8,10,6,25,12,12,15,26,28,14,10,26,18,20,16,29,14,23,29,103,19,17,42,11,27,21,50,35,50,34,40,18,31,51,39,52,34,40,58,66,24,20,19,17,31,36,22,18,26,28,37,25,31,20,29,20,35,26,40,20,66,44,41,41,17,23,46,24,49,43
13.075x20.083,81,78,96,94,122,109,113,96,1,6,3,2,6,3,5,3,6,0,1,3,7,4,0,2,4,32,2,27,1,4,3,2,0,1,19,3,21,1,0,11,3,0,1,0,3,0,1,7,19,2,1,1,5,0,1,0,3,17,13,6,0,5,5,4,0,2,7,6,5,4,2,19,6,2,14,1,1,0,10,0,2,5,0,5,0,2,1,11,1,9,0,1,0,3,16,1,12,7,1,15,0,16,8,14,0,1,1,4,12,2,9,4,0,0,1,2,2,5,2,3,18,4,1,1,3,9,2,0,0,0,4,3,2,2,0,7,1,2,3,3,6,0,1,0,4,5,5,4,1,1,0,0,8,1,0,11,10,1,5,2,0,2,0,0,1,0,16,20,3,3,0,4,3,1,0,0,1,1,0,9,0,0,0,3,8,0,0,0,8,2,0,15,0,2,7,6,0,7,1,8,0,0,1,3,1,0,0,5,8,10,0,0,4,0,10,1,8,17,2,0,0,1,4,0,0,10,4,18,1,8,9,0,5,0,8,14,1,10,0,0,5,3,3,2,0,0,4,1,12,0,13,6,0,10,0,3,4,2,1,4,0,7,8,0,11,3,4,2,3,0,6,1,0,2,2,13,1,0,6,0,19,3,3,1,7,0,3,5,2,3,0,3,0,0,4,1,0,8,12,0,2,1,6,0,6,5,55,44,48,51,33,38,52,59,48,75,46,60,83,35,59,70,36,63,50,37,56,36,51,14,37,4,29,26,16,18,24,42,11,34,7,36,25,33,21,12,30,26,16,12,16,29,16,5,24,32,18,15,16,42,14,30,41,19,17,25,20,16,28,27,13,22,12,8,13,26,20,23,9,8,9,11,21,5,15,18,12,17,35,23,8,18,31,14,18,23,13,9,15,23,29,17,34,10,9,19,12,15,12,8,18,26,14,29,16,22,31,19,18,21,10,11,12,23,15,11,17,13,15,13,22,11,22,18,29,18,17,25,109,33,22,42,15,7,17,50,44,42,49,63,29,43,40,31,40,46,46,46,35,28,18,23,36,55,47,25,28,17,45,50,29,27,42,24,33,39,10,30,26,38,52,31,29,40,37,40,30,40,32
10.915x19.122,113,174,318,139,272,226,200,281,0,4,11,1,13,4,22,21,12,6,4,10,10,10,2,4,7,31,0,31,8,3,5,2,0,6,27,13,18,12,3,9,5,0,3,4,7,0,1,13,16,16,5,1,30,1,1,3,24,22,26,9,0,11,16,13,3,2,16,21,12,27,0,29,19,4,25,16,1,2,5,3,1,16,7,4,1,6,8,21,0,37,2,1,1,19,23,0,10,16,6,11,2,20,4,22,3,5,1,10,21,9,24,11,0,4,0,4,1,4,4,2,13,14,32,7,2,1,6,0,2,3,16,10,3,10,1,17,2,14,2,2,17,13,3,0,2,3,8,5,3,0,0,2,10,0,1,21,7,0,15,1,2,9,1,3,4,0,21,27,12,10,0,3,13,6,1,0,1,4,0,16,1,0,2,2,28,0,0,4,18,0,0,5,0,13,31,12,3,5,3,6,0,0,6,17,3,0,3,4,9,0,2,1,4,0,27,2,20,17,1,1,2,2,3,13,0,8,11,21,2,21,11,0,9,1,17,14,0,21,0,3,12,6,2,0,7,1,15,3,23,4,18,8,0,29,0,6,21,1,7,2,3,10,17,0,32,4,2,2,2,0,2,2,0,5,0,29,2,4,30,0,19,13,6,1,12,0,6,21,3,11,1,10,1,0,6,0,1,21,12,2,1,1,11,3,22,9,195,127,186,210,50,81,185,205,155,161,134,116,197,122,116,108,95,128,111,98,73,87,78,52,33,16,94,55,45,64,48,67,31,40,48,51,64,82,48,29,80,40,38,46,21,45,30,7,26,57,53,43,16,62,55,53,75,56,84,23,48,39,55,48,37,54,34,34,27,53,51,55,32,36,31,42,28,40,37,50,43,30,59,42,35,27,52,36,70,40,43,58,28,37,46,49,46,39,60,31,56,29,61,26,36,46,33,26,33,28,51,59,36,42,20,49,39,66,44,54,51,58,37,33,34,44,21,34,58,28,50,53,237,50,32,69,24,20,43,82,72,74,137,137,51,96,97,101,128,84,119,82,84,123,56,52,70,76,72,27,99,41,73,116,42,49,103,39,36,50,99,77,31,86,83,90,62,57,57,126,66,84,65
12.074x19.146,117,102,214,131,217,263,175,185,6,8,10,5,16,9,2,10,3,1,4,8,10,4,0,3,5,32,3,31,3,1,2,0,1,1,23,19,20,13,0,10,0,2,1,3,6,0,1,19,24,6,6,1,22,2,3,1,14,25,14,10,0,2,5,7,7,0,29,8,15,16,5,27,8,2,35,8,0,2,1,1,3,19,3,4,0,3,13,32,0,22,2,1,1,14,19,3,15,13,4,18,2,14,10,14,0,0,2,7,27,2,27,3,1,1,0,7,4,2,3,2,16,12,29,5,2,3,4,2,0,1,20,5,2,11,0,17,0,14,0,1,12,3,3,2,0,7,7,19,1,3,0,3,8,3,1,25,11,0,9,2,0,5,2,1,1,0,23,23,7,7,2,0,15,2,0,0,0,2,1,6,1,0,4,3,17,1,0,0,7,0,1,11,1,21,30,19,4,12,1,6,0,1,7,12,5,0,0,4,7,0,0,0,8,0,15,5,19,13,2,4,1,1,0,6,0,14,12,20,3,13,8,0,7,7,11,9,2,19,2,2,17,4,2,1,8,0,17,0,16,3,6,5,0,21,1,5,13,4,8,0,1,8,19,0,12,2,5,1,3,0,8,1,0,11,1,10,3,2,26,1,38,15,4,1,7,4,9,8,2,13,0,6,0,0,6,3,0,8,14,7,0,0,11,2,18,1,117,120,95,119,51,58,111,132,114,122,91,100,150,75,80,82,125,104,120,48,67,61,86,37,53,14,48,44,16,36,64,57,21,30,47,37,42,45,44,31,46,33,43,39,15,14,17,15,21,27,34,34,9,61,14,42,36,46,48,57,60,25,38,48,34,48,17,39,24,26,41,33,36,23,25,42,27,13,37,22,29,31,42,37,17,31,38,25,35,18,28,23,23,39,36,23,38,18,18,34,28,31,22,12,26,31,43,22,28,30,29,31,28,45,12,29,21,42,34,28,50,36,44,29,41,25,15,25,50,25,37,32,183,37,27,79,19,15,30,96,77,103,104,82,47,63,62,43,65,68,78,81,93,29,32,44,60,58,61,17,41,37,48,49,24,29,57,42,54,61,31,58,50,72,72,78,54,75,31,67,41,50,59
12.12x18.147,111,108,147,165,159,218,161,190,1,5,4,3,12,3,12,4,5,3,4,4,4,10,0,1,4,32,1,30,4,1,2,2,0,1,21,16,15,5,2,14,1,0,3,3,8,0,1,12,37,11,6,2,17,2,2,0,6,18,12,7,1,4,5,7,2,4,18,15,11,23,1,20,11,1,37,10,0,1,6,0,1,14,7,8,1,11,9,12,0,24,1,0,1,9,18,0,17,15,1,13,0,13,10,22,1,3,0,0,22,8,19,8,0,2,0,7,1,7,1,2,28,17,13,4,0,4,4,0,1,4,29,4,3,13,2,19,5,2,1,2,13,2,0,0,2,15,6,6,2,4,0,2,17,0,1,15,14,3,10,6,1,2,1,3,3,0,20,18,10,10,0,0,4,3,1,8,1,0,1,4,2,0,1,5,10,0,1,4,20,2,0,16,0,19,17,5,2,15,1,4,0,0,7,11,5,1,1,1,3,3,0,0,5,2,13,2,17,7,0,1,0,3,0,11,0,6,8,18,0,18,12,2,7,1,19,10,0,12,0,2,15,6,2,0,6,0,13,0,23,4,7,9,0,14,0,3,16,1,2,3,1,14,14,0,13,2,3,2,6,0,6,3,0,3,1,13,2,5,14,0,33,7,4,1,18,0,7,14,3,3,1,12,0,1,5,1,0,22,9,1,0,1,7,3,11,3,93,126,77,79,51,47,89,109,85,111,54,86,145,39,84,116,90,137,77,48,76,52,75,38,82,14,59,45,43,52,37,50,16,40,21,39,37,55,26,24,49,29,31,41,19,17,27,10,37,41,20,19,8,59,15,45,26,19,44,26,34,26,46,45,19,35,37,28,30,33,55,40,10,22,23,36,20,21,33,30,20,33,46,55,10,22,27,25,46,18,15,14,20,31,47,27,48,31,9,28,35,21,23,16,29,21,12,33,38,25,37,30,33,33,13,20,25,22,24,34,40,45,53,29,42,18,31,19,42,35,39,48,162,36,28,61,16,12,46,72,67,68,79,64,37,82,53,48,76,60,53,58,64,54,39,34,47,45,48,34,35,51,42,65,29,32,65,33,66,52,37,58,54,70,85,84,60,70,51,69,37,57,25
10.891x18.054,114,126,205,163,179,223,144,205,3,9,10,0,11,10,15,5,11,4,5,2,18,12,1,2,6,23,2,16,3,0,7,3,0,1,15,7,10,4,0,13,7,1,3,3,5,1,1,16,16,5,3,0,27,2,1,0,13,28,12,8,0,6,10,8,4,4,18,9,11,24,1,15,13,1,29,20,0,0,3,3,2,17,10,2,0,12,10,11,1,20,1,1,0,11,33,2,12,14,4,13,0,8,6,14,0,7,1,6,18,4,10,6,2,5,0,2,3,0,3,5,27,15,18,4,1,5,0,3,1,0,20,9,1,11,0,8,4,14,4,1,10,2,4,1,5,5,7,11,2,3,1,1,15,0,1,21,10,1,19,1,0,4,2,0,3,0,11,16,14,11,0,0,9,7,3,4,2,1,1,7,2,0,3,2,27,0,0,2,9,2,0,9,2,17,23,9,5,13,2,11,0,0,14,9,14,3,0,1,10,0,1,0,4,2,18,1,21,19,5,3,0,0,1,6,0,13,10,24,3,17,5,0,7,2,13,16,0,16,0,1,21,6,4,0,7,2,9,0,11,2,20,3,1,29,1,9,11,2,3,2,0,16,14,0,15,8,3,5,6,0,6,2,0,6,1,20,5,0,10,0,21,10,8,1,13,1,10,18,4,12,1,6,0,2,1,5,1,20,6,1,0,2,14,2,8,13,81,103,106,96,51,55,104,164,88,106,78,98,113,79,54,51,104,108,90,67,57,65,80,49,40,17,69,51,30,29,38,65,22,46,30,27,43,32,40,28,57,37,36,26,14,18,37,13,29,41,17,40,13,51,30,37,30,46,72,39,28,27,55,38,33,45,14,25,19,37,16,24,26,27,23,40,30,24,24,24,35,22,42,43,15,19,36,26,41,47,25,19,18,27,32,29,46,20,23,28,27,20,32,16,18,44,18,18,20,49,42,42,17,19,14,15,28,41,29,28,28,45,45,36,30,17,27,37,46,19,33,45,218,54,33,85,29,2,54,56,42,81,70,74,53,73,67,69,101,49,69,75,48,72,47,40,53,42,47,28,38,35,58,36,27,28,51,33,46,46,54,55,37,77,51,50,49,61,45,70,45,72,48
12.083x20.128,105,68,169,98,154,144,125,163,1,3,5,0,12,4,15,15,4,1,3,11,5,4,0,0,3,24,2,29,7,1,0,1,2,4,19,11,14,8,2,10,2,1,3,1,0,0,0,8,15,6,4,0,13,1,2,1,11,12,9,6,0,1,11,4,1,1,14,15,9,7,1,19,10,0,26,9,1,2,5,3,0,5,2,6,0,6,5,22,3,24,1,1,0,12,17,0,11,7,1,5,1,5,5,10,1,1,1,1,15,4,15,8,1,3,0,7,2,4,2,2,13,13,12,3,1,2,1,2,1,1,16,6,3,7,0,15,1,8,0,0,4,2,2,1,4,4,11,6,1,4,0,1,20,0,0,15,8,0,10,5,1,0,1,0,2,2,23,17,2,10,1,2,10,3,0,3,0,2,0,8,1,0,1,4,10,2,0,3,16,2,3,13,1,19,10,11,2,7,1,17,0,0,4,8,4,0,0,8,8,0,0,2,2,0,20,0,13,8,0,0,2,0,1,4,0,10,4,24,1,9,7,2,9,1,4,8,1,22,3,0,14,8,2,0,2,2,12,1,14,2,4,5,0,16,1,5,12,5,0,2,0,17,22,1,13,6,1,1,3,0,8,1,2,2,2,18,3,3,9,2,11,2,1,1,12,3,6,13,0,5,1,4,0,0,1,1,0,5,7,1,0,3,6,1,1,6,86,51,87,108,51,60,104,76,80,69,85,82,129,67,52,74,63,89,74,64,63,49,58,34,32,9,33,34,27,18,43,37,8,47,10,30,31,41,26,10,43,32,18,19,15,33,18,6,19,41,27,17,11,43,26,32,32,22,26,14,30,11,26,30,26,26,10,28,15,21,26,21,22,20,19,26,29,15,12,10,19,14,43,26,27,12,34,27,29,23,26,19,23,18,17,15,26,23,7,26,20,12,34,10,21,36,17,17,30,29,30,18,21,26,10,12,13,29,26,14,30,37,17,28,21,21,6,14,25,28,29,35,174,43,17,49,18,10,28,35,48,52,58,80,46,69,54,43,58,58,66,49,41,53,24,35,41,47,41,18,31,26,38,44,25,42,44,27,29,29,50,50,23,41,47,45,27,27,30,63,30,33,29
10.889x20.06,88,89,131,140,146,116,112,99,2,4,8,1,8,2,5,6,17,2,3,5,8,5,2,2,8,13,3,10,4,1,5,0,0,3,12,14,9,9,1,18,5,0,4,2,3,0,0,17,10,3,4,0,11,0,0,2,9,3,17,12,1,7,7,8,2,2,15,1,10,8,3,4,11,1,6,14,1,3,2,0,1,11,7,6,2,8,3,14,1,16,0,0,0,21,26,0,24,2,0,6,0,0,5,12,1,3,1,0,16,9,9,10,0,2,0,1,1,2,3,2,17,0,3,6,0,1,2,1,1,0,2,4,1,3,0,5,1,15,2,0,15,3,0,1,3,10,3,5,4,7,0,1,5,3,0,9,4,1,18,4,2,0,0,4,2,0,11,9,22,1,0,1,9,8,2,1,0,2,0,5,1,0,0,10,16,0,1,4,7,1,0,8,0,15,8,6,10,3,0,16,0,0,2,7,2,2,0,1,17,2,0,0,2,1,4,2,13,13,0,1,0,0,1,2,0,7,6,14,1,2,1,0,3,4,6,11,1,4,1,4,7,2,2,0,12,1,4,0,1,8,7,13,0,12,1,2,12,0,3,1,2,9,2,0,5,2,7,0,0,0,7,3,3,7,0,9,0,0,5,0,14,7,8,2,4,0,1,4,0,3,0,5,1,0,7,2,0,5,7,0,0,2,10,1,7,6,56,73,82,133,36,83,89,86,55,93,58,80,91,58,83,46,71,70,83,40,38,58,60,35,10,12,27,23,36,24,19,24,22,24,13,16,28,17,11,17,31,26,18,24,16,18,21,15,17,27,19,16,21,37,25,35,42,25,44,12,26,18,17,19,11,18,16,27,17,15,17,7,15,20,23,11,13,13,14,10,15,17,32,22,18,16,14,25,44,27,14,23,17,14,20,18,17,31,29,20,7,14,14,20,19,25,17,16,7,9,25,28,6,20,4,15,11,32,36,13,34,39,19,6,25,12,13,21,12,9,32,32,152,24,21,50,12,5,43,29,35,24,45,59,35,44,33,62,41,38,63,35,48,39,32,53,40,32,30,22,30,19,37,53,14,35,32,27,25,27,52,41,34,40,43,34,33,35,23,34,37,37,19
9.927x19.137,74,97,61,89,80,70,73,72,3,4,6,2,2,4,2,3,8,1,4,2,4,4,5,0,1,7,0,8,3,2,1,3,1,0,1,2,1,4,0,9,4,1,3,2,2,0,0,10,1,2,0,1,5,0,1,0,11,2,2,1,1,3,7,12,0,2,14,5,9,10,1,3,4,2,6,4,0,0,3,0,3,11,4,4,0,3,8,2,4,7,2,1,0,9,5,0,17,4,3,2,0,0,4,5,1,2,2,6,12,2,5,4,1,4,0,2,2,2,3,1,11,0,3,3,1,3,1,1,1,1,1,3,1,4,1,5,1,3,1,1,13,4,0,0,0,19,3,3,4,1,0,0,6,1,0,0,2,1,12,3,1,3,1,1,1,1,0,4,11,1,0,2,9,4,0,2,3,2,1,4,1,0,5,2,9,0,0,2,6,0,0,2,0,13,3,11,3,5,0,10,1,0,2,1,6,0,1,1,16,2,1,0,1,1,3,0,6,8,0,1,3,0,1,2,0,4,3,0,1,5,5,0,3,2,4,4,0,1,0,1,5,2,4,0,10,0,1,1,3,7,5,19,0,6,0,4,9,1,0,3,0,4,6,0,0,8,5,0,0,0,6,1,0,2,0,10,2,2,2,2,6,4,3,0,1,0,0,1,1,1,0,7,0,0,1,3,0,5,12,1,1,2,7,5,5,0,17,52,32,41,30,30,18,57,29,45,39,36,45,21,21,46,65,44,48,29,29,30,59,15,7,11,12,20,4,6,8,10,16,18,13,12,20,13,1,10,15,23,3,9,48,8,17,19,13,12,8,9,18,23,8,19,8,9,19,12,9,13,10,4,8,16,17,16,16,13,20,13,10,8,10,9,6,28,2,5,5,4,9,24,6,13,19,11,24,15,7,10,8,10,11,5,11,20,11,10,9,16,8,15,5,11,6,11,12,3,25,3,5,7,10,3,6,23,17,16,15,16,11,7,15,7,8,16,13,12,14,19,102,37,23,53,8,7,29,21,26,13,14,26,25,22,15,19,18,12,24,26,25,29,21,46,16,8,14,18,36,27,22,15,15,22,11,21,7,17,39,35,9,49,16,21,14,23,25,28,20,33,19
9.922x20.102,64,50,20,33,40,34,39,38,0,0,3,0,2,3,5,5,6,0,0,1,2,3,0,1,4,4,1,4,0,1,3,0,2,4,3,0,0,2,1,5,0,1,1,0,5,0,1,3,0,0,0,0,5,2,0,0,6,2,3,17,0,3,4,6,0,0,16,5,2,3,0,4,4,0,3,3,0,0,0,3,5,4,3,7,0,1,12,1,1,3,0,0,0,9,5,0,10,0,0,2,1,0,1,3,1,2,1,0,0,3,4,3,0,2,0,2,1,0,0,4,6,0,2,1,0,5,1,1,1,2,1,2,0,2,0,2,0,1,0,3,11,1,1,2,2,2,1,2,2,2,0,0,4,0,2,0,0,1,3,2,0,2,0,2,4,0,2,3,5,0,0,0,6,2,1,2,0,1,0,4,0,1,1,0,14,1,0,0,4,0,1,1,0,6,2,5,1,1,0,3,0,0,6,3,7,0,0,0,10,2,1,1,0,1,5,0,0,6,0,1,0,0,2,3,0,2,2,4,0,1,1,0,3,1,1,2,0,1,0,5,4,0,0,0,7,0,3,0,2,1,2,3,1,2,0,5,6,0,0,0,0,3,1,1,8,3,0,0,0,0,0,0,0,4,0,4,0,2,0,1,6,3,0,0,1,0,2,1,0,1,0,3,0,0,3,0,1,3,8,1,0,0,1,3,4,3,15,15,19,19,18,48,19,31,11,37,16,25,37,14,14,18,19,22,12,15,29,23,30,9,3,11,11,0,2,3,6,9,12,2,6,2,9,3,2,5,1,17,1,9,16,8,12,11,11,4,8,1,10,8,1,5,5,11,16,2,4,7,8,7,5,5,2,14,10,7,3,6,7,4,10,13,4,4,3,5,4,2,11,5,3,3,10,3,4,6,6,3,3,3,2,5,10,6,3,4,4,2,6,3,7,13,8,2,2,5,10,0,8,7,4,1,2,8,9,5,4,8,9,3,1,5,8,15,10,6,13,6,103,25,18,35,4,7,25,22,12,11,5,13,6,15,11,13,23,14,15,9,13,14,19,19,11,5,18,31,18,15,15,11,15,13,9,22,13,13,5,16,8,12,9,16,10,13,10,9,6,13,11
