gene,sv_genes_gpcounts,sv_genes_spatialde,LLR_gpcounts,LLR_spatialde
Nipbl,,,8.501459965,6.253364063
Gjb6,,,8.496884128,1.600272439
Anxa5,,,8.490894379,1.678544225
Cltc,,,8.485297927,1.403397943
Cdk14,,,8.474248275,2.361730426
Atp7a,,,8.467933205,3.02923486
Sdc4,,,8.467913506,0.301387929
Cacna2d1,,,8.446936599,5.567324739
Zcchc6,,,8.436126774,9.40283383
Cplx2,,,8.424366763,2.095726601
Ctxn3,,,8.410227721,5.962390547
Tcn2,,,8.402061862,2.396167769
Ttc3,,,8.39325716,1.44470893
Syne2,,,8.375748612,0.134989193
Adarb1,,,8.371274653,2.609308778
Ngfrap1,,,8.33304237,1.324286797
Ccrn4l,,,8.312558098,3.290824266
Glud1,,,8.305727369,1.796211207
Cpt1a,,,8.301993322,0.055788262
Ppp2ca,,,8.278294941,2.801624986
Enho,,,8.224382794,4.380250688
Cd47,,,8.199047776,0.78730769
Slc16a1,,,8.190348508,0.145922626
Cd9,,,8.187158607,2.746302606
Mfsd2a,,,8.185892744,4.705962225
Rbfox1,,,8.183765578,3.001668164
Ppap2b,,,8.16246857,7.747803891
Hn1,,,8.134076731,4.589822221
A730098P11Rik,,,8.125543286,1.172451569
Nqo1,,,8.112469725,4.409682998
Atp2a2,,,8.107830073,3.266848031
Th,,,8.107231903,4.458394671
Slc7a2,,,8.104368207,3.517064838
Rbm39,,,8.102244088,1.358379205
Fam102a,,,8.091122656,0.227982903
Rlbp1,,,8.091069561,0.026828543
Bzrap1,,,8.088054374,0.8858816
Rps9,,,8.053957565,0.903403849
Cox6b1,,,8.035933417,0.860031633
Ampd2,,,8.022355665,2.951445564
Gnai1,,,8.008077067,0.935796067
Camta1,,,7.988896533,0.242087223
Egfl8,,,7.974260697,4.467469624
Pla2g7,,,7.966420089,7.092193411
Gria1,,,7.966381522,1.010600125
Aplp2,,,7.934385754,0.816773252
Smc4,,,7.90664975,4.206523991
Gpsm2,,,7.89975037,1.564514273
Magt1,,,7.883519809,1.985099221
2310036O22Rik,,,7.883220626,5.094117073
Slco1a4,,,7.875287206,3.57595871
Postn,,,7.871858889,1.794351703
Sox5,,,7.820195275,0.46906653
Klhl2,,,7.783069607,4.146671208
Tuba1a,,,7.773846899,8.772641537
Lypla1,,,7.7371092,4.065407014
Cox7b,,,7.736461368,2.326365813
Gstm6,,,7.729826406,1.918110437
Dap,,,7.711538731,3.89396464
2810002D19Rik,,,7.695366947,9.777373177
Kcna2,,,7.694689384,5.255526131
Pea15a,,,7.691294841,0.038709651
Canx,,,7.690320276,0.292989879
Atp1a3,,,7.672910457,1.947880493
Pgrmc1,,,7.669138418,1.322356497
Tns3,,,7.639602762,0.813557061
Cnih2,,,7.629195642,2.641256867
Psap,,,7.62418428,1.176155838
Dlgap4,,,7.621757794,2.507418075
Naaa,,,7.618518142,12.71911139
Hivep2,,,7.618132829,2.061987014
Scgb1c1,,,7.614661153,0.00096401
Nedd4,,,7.611209287,1.399076544
Dnajb5,,,7.584696433,2.105073484
Syn2,,,7.581114415,0.030707714
Ybx1,,,7.576308911,2.235304006
Uba52,,,7.575952395,1.506265696
S100a1,,,7.558712909,0.290805511
Prkce,,,7.552940687,2.328528363
Sh3pxd2b,,,7.521734554,0.000964009
Khdrbs1,,,7.51830795,0.360274755
Ppp1r16b,,,7.47856763,5.52565516
Camk1d,,,7.464002325,0.909367835
Hnrnpl,,,7.455802149,1.135108798
C330021F23Rik,,,7.452387589,3.971089094
Ndrg2,,,7.393752559,2.337898792
Cacnb3,,,7.379928604,0.746980392
Fam217a,,,7.376575947,4.413500361
Fbxw7,,,7.368852592,2.577820716
Matr3,,,7.368142088,0.27693362
Zfhx3,,,7.282321427,1.388397486
Prkcb,,,7.279458562,0.397985977
Pfn2,,,7.272356564,2.02065213
Tmem56,,,7.254613236,2.685765059
Cox6a1,,,7.254232133,1.800820005
Mrfap1,,,7.247478233,2.574094773
Ak5,,,7.219690826,5.045107328
Ctgf,,,7.216295008,5.867210065
Marcksl1,,,7.215205182,6.397934026
Wasf1,,,7.215198602,2.053128339
Sep-07,,,7.200841351,2.333795563
Syt11,,,7.199294468,3.621460791
Dmxl1,,,7.183291121,4.858308145
H3f3b,,,7.177320264,1.154623013
Rasd2,,,7.173568624,4.570424502
Gdi1,,,7.167076734,1.668603499
Paqr6,,,7.150773517,2.795388775
Rtn4,,,7.131624895,1.960433959
Thbd,,,7.125112097,0.247290447
Dbn1,,,7.121082529,4.244326157
Pcsk1n,,,7.10808388,1.398436783
Tmem176a,,,7.107707304,1.790884741
Etnk1,,,7.104210753,2.274089334
Kcnip1,,,7.071899434,2.983015278
Btbd3,,,7.060417853,2.588546012
Epb4.1l2,,,7.055213297,1.096466002
Serpini1,,,7.025884176,1.124832091
Pmp22,,,7.025509121,1.924496483
Ddx17,,,7.024374649,0.775944587
Plcxd2,,,6.996481571,5.139818793
Atp6v1b2,,,6.988701321,0.89491024
Hadha,,,6.987732846,2.067924268
Nfic,,,6.939615325,0.172462796
Cadm3,,,6.93615127,3.591877067
Asrgl1,,,6.901730256,2.407026623
Tgtp1,,,6.890737781,1.860664002
9330159F19Rik,,,6.874954732,3.392807049
Atp5d,,,6.860834428,1.829188735
B4galt6,,,6.848028502,1.006326495
Hspg2,,,6.84606585,0.804535668
Fgf13,,,6.826860464,0.346292578
0610040J01Rik,,,6.817434949,2.092005603
Ly6a,,,6.815742987,2.077758874
Tmem229a,,,6.807263806,5.300358816
Rps4x,,,6.786976616,2.550122121
Zic2,,,6.785759957,3.760478296
Smpdl3a,,,6.77121544,0.662262849
Hnrnpa0,,,6.75348607,1.066774087
Dock7,,,6.742414301,0.705579914
Tmem47,,,6.734903826,2.934046695
Plekhb2,,,6.708130398,3.561078446
Acsbg1,,,6.705634444,0.001654147
Cd93,,,6.687875262,1.832115836
Dlx1as,,,6.665015347,4.005251311
Kcnj12,,,6.660137759,4.792065206
Crmp1,,,6.653970406,2.172854967
Erbb2ip,,,6.63653311,0.416922522
Atcay,,,6.628751904,0.836383175
Phactr3,,,6.598455267,2.663386983
Snhg11,,,6.597985847,4.783789776
Ube3b,,,6.58969266,2.239198652
Stard10,,,6.588270239,1.588983863
Nrp1,,,6.571798866,3.971670704
Arpp21,,,6.560286242,1.319023796
Epb4.1l3,,,6.556779445,2.24576594
Nid1,,,6.549096965,0.103525982
Fzd7,,,6.54309895,0.938502897
Lyz2,,,6.537110385,3.953120957
Mapkapk2,,,6.531443126,0.655556552
Hapln1,,,6.513081064,2.525921437
Cntfr,,,6.511890819,0.52095036
Igfbpl1,,,6.511131795,4.574643717
Ppp2r1a,,,6.480976958,0.532231798
Cnbp,,,6.453339174,1.073375688
Ms4a15,,,6.437473913,2.994101148
Chst2,,,6.434312046,0.255168161
Prpsap1,,,6.395822024,0.925002868
Fndc5,,,6.393156635,5.051034771
Amot,,,6.388270992,2.960577655
Aim1,,,6.385827278,0.698479669
Ptprz1,,,6.3747388,0.418502001
Fgf1,,,6.373954808,2.051060786
Syne1,,,6.37028757,1.430871661
Tmem163,,,6.369678454,4.89138209
Lpcat2,,,6.356441169,0.63422331
Kcnb2,,,6.350602426,2.672004372
Cox5a,,,6.346134769,1.435064908
Cd55,,,6.345914591,1.275376409
Bsg,,,6.34494454,3.921742
Car2,,,6.331959735,1.126229712
Arhgdig,,,6.330620518,5.649653828
Ltbp2,,,6.327867211,0.225772189
Serinc1,,,6.316533285,0.315327222
Sema3d,,,6.315648066,0.156456469
Cxx1c,,,6.302770792,1.164405731
Cttnbp2nl,,,6.300551265,2.689316364
Fn1,,,6.29681342,0.411820808
Chd3,,,6.293880551,3.995035093
Ctnnal1,,,6.287639668,1.53212166
Slc12a5,,,6.277345887,5.688983233
Sema7a,,,6.272377199,4.698531752
Sdc3,,,6.265020226,1.908724071
Galnt16,,,6.259083163,2.131758655
Spata13,,,6.246309622,1.891569613
Dlx6as1,,,6.237684644,0.482377618
Pdha1,,,6.229757251,1.796135743
Fasn,,,6.227737542,4.727009772
Cxx1a,,,6.223599447,3.774825675
Gnao1,,,6.221836917,0.184865719
Gng3,,,6.20068296,4.464936936
Pclo,,,6.199277065,4.368097143
Lyn,,,6.186341386,3.299825965
Ddah1,,,6.186026604,4.912174852
Alx4,,,6.175418159,0.045697525
Dgkb,,,6.162763895,9.433982814
Rnd3,,,6.161565032,2.022407957
Lrp6,,,6.161276541,3.716085154
Pkm,,,6.151706014,0.948976852
Clip4,,,6.149739537,2.550859304
Slc22a8,,,6.144257788,0.117814139
Jam3,,,6.139344995,0.953309103
Col18a1,,,6.132625724,2.162482855
Dock3,,,6.130149457,1.078877369
Rps20,,,6.123026914,0.285241025
Cxcr4,,,6.110137451,2.566461129
Spp1,,,6.096193004,6.045101277
Lifr,,,6.093348468,1.318893395
Mgst1,,,6.081881048,0.6703295
Plcb1,,,6.062973239,0.281804381
Fam149a,,,6.05798661,1.587616611
Arc,,,6.054322939,0.342138985
Gnb5,,,6.027186777,1.093471977
Ank2,,,6.014057354,0.64716181
Gal,,,6.00246438,2.897859872
Itm2c,,,6.002411765,0.000964011
Kitl,,,5.999052155,1.510836098
Ywhab,,,5.999039284,0.585005122
Aldh1a2,,,5.996824037,1.440682108
Rac1,,,5.994998999,1.186132591
Rab6b,,,5.990068618,0.462566186
Cox6c,,,5.982687394,0.46520773
Hist2h2be,,,5.979661194,1.41191869
Rps8,,,5.969263603,0.000964011
Actb,,,5.966793983,6.942025883
Cux2,,,5.966031648,4.212793891
Arl4d,,,5.965330537,4.375061733
Slc1a4,,,5.954668286,3.151642974
Slc25a1,,,5.948964185,0.534205584
H2-Aa,,,5.94063469,1.728253534
Dpysl2,,,5.934415515,2.863408912
Itgb1,,,5.932318364,0.324107854
Cox7a2,,,5.925488243,0.947874968
Fam65a,,,5.919979823,2.831600449
Pja2,,,5.917537601,0.823482602
Ahcyl1,,,5.914562388,0.231789895
Gpatch8,,,5.894854439,5.788302385
Fau,,,5.882499194,0.663049447
Atox1,,,5.878789745,3.266300932
Prkar1a,,,5.871320303,0.594068985
Nme1,,,5.870527798,1.109613128
Nr3c1,,,5.862778175,2.491281097
Cox7c,,,5.857518539,0.216044793
Tram1,,,5.85730455,1.749309957
Trf,,,5.848064584,3.51774989
Eif4g2,,,5.848010464,0.79608216
Gm10012,,,5.831309233,0.427488795
Tceal5,,,5.827235891,1.360970568
Ddt,,,5.822892103,1.526531494
D1Ertd622e,,,5.818082924,4.236089494
Akap2,,,5.818076522,1.208160492
Lin7a,,,5.814335829,0.071416807
Cox8a,,,5.804784114,0.671562285
Atp5j,,,5.800169965,0.280326485
Dnmbp,,,5.798980614,8.822232949
Jup,,,5.790088754,0.815196209
Slc8a1,,,5.786816021,1.535473791
Megf10,,,5.777051257,0.00096401
Trim28,,,5.773317131,2.057930966
Hnrnpab,,,5.770723438,0.339656302
Ankrd33b,,,5.766821162,4.470804537
Cdo1,,,5.761390956,2.285259651
Ubc,,,5.761078988,0.039478794
Tubb5,,,5.759876003,0.190867731
Calm1,,,5.758598627,2.275181348
Ablim1,,,5.747912413,2.317209961
Dnajb6,,,5.747634552,1.594286405
Kif2a,,,5.73812144,0.530236936
Rpl15,,,5.737883589,0.505961359
Nr4a1,,,5.736950843,0.410031672
Cdkn1a,,,5.723411756,2.071568798
Dok5,,,5.720479347,5.700907086
Btg1,,,5.708175995,3.741004281
Map7d1,,,5.703878442,0.000964012
Kif5a,,,5.695063603,2.935651021
Cab39l,,,5.687730101,3.151162615
Hint1,,,5.685647429,0.671831216
Fabp3,,,5.683215775,7.016694229
Cyp2g1,,,5.68256661,5.061459794
Rpl13,,,5.678432644,0.341343754
Diras2,,,5.674288994,3.675538471
Entpd1,,,5.648323327,2.350760894
Atp2b2,,,5.647451687,2.631103667
Fth1,,,5.647004122,2.699369927
Ramp2,,,5.617500006,1.373491103
Tspan18,,,5.616882559,3.320177198
Cst3,,,5.614247076,2.443142432
Fstl5,,,5.610315585,0.451709014
Ifit2,,,5.609794018,3.318378857
Arhgef10,,,5.604943291,0.306271635
Serpinh1,,,5.587762271,0.216793767
Ubb,,,5.580266125,0.000964011
Rpl13a,,,5.57456668,4.250170894
Tra2a,,,5.57327144,1.919377981
Tuba1b,,,5.571795024,0.000964011
Ccni,,,5.551327328,0.195748682
Slc25a3,,,5.548414087,0.000964008
Nsf,,,5.534166415,0.011172299
Mapre3,,,5.53174594,0.777275009
R3hdm2,,,5.527547753,3.746290218
Exoc2,,,5.524616677,6.192451192
Rpl4,,,5.523512561,0.139106196
Hsp90ab1,,,5.522237002,0.000964012
Phyh,,,5.520664849,0.854007974
Chsy3,,,5.515957163,6.747798387
Actg1,,,5.508581256,0.000964011
Grm1,,,5.507515613,6.070428939
2700081O15Rik,,,5.507294236,2.305323611
Gpr37l1,,,5.497970428,0.206498291
Ank3,,,5.487499048,1.627316986
Erdr1,,,5.48227362,1.428385776
Ywhae,,,5.480682704,0.203886784
Gabrb3,,,5.479110179,0.902705495
Rhoc,,,5.475757214,1.04057005
Slc25a4,,,5.470397186,0.8365105
Rpl8,,,5.464059351,0.523984983
Slc20a1,,,5.448726244,3.831930331
Skp1a,,,5.440780314,0.37599358
Oxct1,,,5.431357104,3.128970011
Bmpr1a,,,5.424874559,0.628380273
Kif1b,,,5.414169328,2.115964689
Sptbn1,,,5.413057121,0.034438289
Serbp1,,,5.409662855,0.051063793
App,,,5.40157314,0.163304502
Cbln4,,,5.40093732,3.588144383
Mpp2,,,5.400842091,1.867199974
Mdh1,,,5.394336351,5.445155745
Cd24a,,,5.381812652,1.63055312
Ankrd13b,,,5.379019526,2.739710572
Pkig,,,5.375511027,4.190573629
Sptbn2,,,5.374649109,0.32090823
Crtc1,,,5.372932122,1.909527034
Aldh7a1,,,5.370972549,1.503874757
Ankrd63,,,5.369224366,0.228808949
Kcnb1,,,5.368993818,1.631249557
Sirpa,,,5.366446107,0.199766522
Clu,,,5.358268482,1.562236866
Wwtr1,,,5.34124583,0.248333626
Iqsec2,,,5.340408345,1.800608161
Gpr153,,,5.334454413,5.473315327
Ptprd,,,5.33227184,2.76783616
Shc4,,,5.328030873,0.255375178
Jph3,,,5.324652146,1.46983761
Tmbim6,,,5.297314035,0.302945274
Glo1,,,5.297241997,0.25498877
Mbnl1,,,5.289838865,0.826022625
Prnp,,,5.286490096,0.000969644
Polr2m,,,5.282974149,0.470831334
Kctd4,,,5.277411411,0.743283072
Eef2,,,5.273186151,1.434296717
Pfkm,,,5.261339821,2.76056563
Asah1,,,5.257899735,0.569661897
Eif4a2,,,5.255869352,0.000964009
Sfxn5,,,5.243946898,3.481846602
Nptx2,,,5.243847034,4.819132039
Slc22a6,,,5.231160809,5.403881172
Pygm,,,5.228896242,0.874717893
Fstl1,,,5.22859422,1.859229652
Cd63,,,5.22690714,0.119060599
Klc1,,,5.226228737,0.779099835
Ptgfrn,,,5.217540805,3.129611651
Pgk1,,,5.216678749,1.242007782
Tcf4,,,5.207722498,0.148036621
Kifc3,,,5.203061215,3.269771289
Zdhhc8,,,5.198619495,4.108210908
Nptx1,,,5.198489717,5.128713104
Slc25a13,,,5.193896237,4.062279066
Sh3bgrl3,,,5.191605107,2.522169815
Chchd10,,,5.187364999,2.409905251
Astn1,,,5.173410867,2.954411954
Chchd2,,,5.168193862,1.517190318
Jmjd1c,,,5.166304142,1.701689483
Synpo,,,5.163214811,2.3544645
Ccsap,,,5.158450389,1.488899636
Nap1l1,,,5.156369472,0.522718887
Slc6a13,,,5.151579802,2.316531852
Cdc42,,,5.105329277,0.000964008
Tmeff2,,,5.100677706,3.292274232
AI848285,,,5.090867438,1.611212377
Cd97,,,5.08700032,1.942619255
Nufip2,,,5.085215334,2.816247964
Ugdh,,,5.085211932,1.848327125
1700012B09Rik,,,5.081304235,0.706576056
Gnas,,,5.079471863,0.004168799
Mgp,,,5.077211561,0.000964007
Oaz1,,,5.037947148,0.174376602
Gnal,,,5.036654296,0.601585414
Cp,,,5.034137282,1.162251878
Gabarapl1,,,5.027301944,0.000964008
Mapk10,,,5.024009577,5.065951129
Cxcl12,,,5.023775074,0.031940724
Lhfpl2,,,5.009959368,0.392148408
Rhobtb2,,,4.996521987,4.410220173
Bcl11a,,,4.996517105,2.453905615
Cmtm6,,,4.990052159,0.160627039
Arhgef26,,,4.985719301,2.051725998
Pth2,,,4.982180663,2.779313854
Dnaja1,,,4.976005603,0.215714602
Metrn,,,4.963116955,0.000971264
Kirrel,,,4.959743204,1.617414943
Pnpla8,,,4.953580879,3.903214771
Inadl,,,4.952616221,1.391238979
Arf1,,,4.945761941,0.000964006
Cnot4,,,4.940132839,6.407231795
Kctd14,,,4.935830061,2.916972398
Slc41a1,,,4.934064623,0.055768062
Pdp1,,,4.925349902,3.270458175
Ivns1abp,,,4.917133723,4.684953743
Oxr1,,,4.90169814,7.007168172
Rpsa,,,4.897870315,0.000964011
Pgs1,,,4.889950517,5.104794549
Ldha,,,4.883670069,1.409073217
Gria4,,,4.883036061,3.125256814
Idh3b,,,4.87795573,0.000964009
Gss,,,4.875826386,3.783858873
Uqcrq,,,4.874628767,2.291323623
Srsf5,,,4.864618696,0.000964011
Gad2,,,4.863780713,0.110639968
Scrt1,,,4.859686197,1.994968049
Wnk1,,,4.857959181,0.858723635
Cacna1g,,,4.856944315,2.281324541
Prrg3,,,4.853452277,1.149368552
Prex2,,,4.849850577,0.175216457
Cadps,,,4.8444655,0.000964011
Ntrk2,,,4.84188697,0.00096401
Hsp90b1,,,4.83029409,0.000964008
Vapa,,,4.826322249,0.000964006
Rasgrf1,,,4.825388313,0.512644862
Tpi1,,,4.824953366,0.000964011
Nedd8,,,4.821713254,1.313708156
Mast3,,,4.820639855,0.472841909
Rnps1,,,4.81816419,1.899887067
Sod1,,,4.783670571,0.000964009
Car10,,,4.783150636,4.454803453
Eif4h,,,4.775293087,0.517055721
Nfe2l2,,,4.772499955,1.783699975
Ctnnbip1,,,4.76080813,0.041290698
Cyp1b1,,,4.753016061,1.219865527
Pafah1b2,,,4.750265565,2.109692198
Atp5c1,,,4.746928053,0.000964009
Gm581,,,4.744296481,0.242514564
Fam181b,,,4.741489087,2.741511879
Brd2,,,4.738556283,1.113470037
Tcp11l2,,,4.731559484,1.183831293
Spock3,,,4.723665622,0.333154005
Dnajc1,,,4.722401441,0.092198929
Atp6ap2,,,4.716145475,0.193320603
Plxnb2,,,4.713542863,3.543861785
Arrb1,,,4.712483721,3.232195202
Psmb3,,,4.711492545,5.089871043
Smarcd1,,,4.707304124,0.000964011
Grin2c,,,4.698663411,3.48374892
Lpin2,,,4.686278499,5.578585965
Mtpn,,,4.679651709,0.000964007
Sv2b,,,4.67850919,2.332711885
Tmem30a,,,4.675012897,0.000964009
Rps28,,,4.66884676,0.971536706
Dld,,,4.66694664,4.083928366
Rab37,,,4.664865165,4.747774884
Abca1,,,4.662472936,0.575091254
Ncs1,,,4.658261883,3.568394905
Pcbp3,,,4.657405607,0.407258489
Actr2,,,4.657247847,0.00096401
Polr2j,,,4.646310497,3.423227244
Lamp2,,,4.644674606,0.304699809
Ndufb9,,,4.639804599,0.000964011
Got1,,,4.635148693,3.582389823
Zfp644,,,4.63458734,2.910462701
Arhgap32,,,4.631303541,1.982460276
Nbl1,,,4.630671883,0.872215179
Kirrel3,,,4.627999597,5.095212868
Arhgef9,,,4.627318571,7.660939422
Clk1,,,4.613493402,3.717455223
Vwa3a,,,4.612323808,1.530887422
Zfp704,,,4.610201588,0.059060357
Tes,,,4.60988558,0.549902781
Capns1,,,4.59550552,0.000964121
Etl4,,,4.591423915,2.73959185
Diras1,,,4.591217419,4.10429709
Pithd1,,,4.586105521,4.231312585
Dzank1,,,4.584559306,3.907954719
Ly6c2,,,4.583306643,0.554636461
Eid1,,,4.581047744,1.128558505
Hnrnpk,,,4.580561019,0.451885259
Fcgrt,,,4.578791778,1.858279188
S100a10,,,4.571282794,0.665545002
Ifit3,,,4.565786797,2.085169392
Mier1,,,4.562917489,1.425571804
Fam213b,,,4.555764921,1.54399181
Sppl3,,,4.528365325,2.922887895
Trp53inp1,,,4.521335798,0.465612573
Nrarp,,,4.520071254,0.000964009
Lgi4,,,4.518977274,0.260117751
Kank3,,,4.514040623,2.309951477
Syndig1l,,,4.509834651,3.253127783
Agxt2l1,,,4.485395053,2.294531055
Mpp5,,,4.476341034,1.623168741
Cmtm3,,,4.471368219,2.709747089
Tbpl1,,,4.470502345,4.618584231
Rab3c,,,4.453348506,4.152782372
Rab2a,,,4.448257596,2.688738065
Sowahc,,,4.445059853,4.257319111
Ddx19a,,,4.441644686,4.53330834
Gls,,,4.437701643,3.576069405
Cntnap1,,,4.432363277,3.821269364
Abca5,,,4.43185875,0.775205197
Sft2d2,,,4.40997773,0.416243137
Cda,,,4.408823894,2.891875708
Lrrcc1,,,4.405555658,1.114701974
Zfr,,,4.40231668,1.191870668
Vipr2,,,4.398578476,1.927267438
Asb8,,,4.380303146,5.034667198
Ociad1,,,4.365724201,1.484211961
Col4a1,,,4.364287969,0.015031987
Ndufv3,,,4.353914904,1.419703807
Mau2,,,4.352883571,5.509709544
Smtnl2,,,4.352263697,1.721423414
Dcaf7,,,4.34865034,2.059168017
Stk32c,,,4.344196479,2.880643736
Scn3a,,,4.337362226,1.849119663
Fam134b,,,4.319523133,0.608088634
Sema6a,,,4.313887126,0.399609202
Ap1m1,,,4.298876988,4.516068428
Eva1c,,,4.29185661,4.76332453
Cntn1,,,4.284394812,2.298499796
Prickle1,,,4.273911637,0.70515341
Dio2,,,4.272778365,2.434688931
Tgoln1,,,4.269073746,0.057883534
Atp8a1,,,4.258337359,1.44150481
Crebrf,,,4.241436521,0.549367757
Osbpl1a,,,4.240459097,2.543047432
Meis1,,,4.23893652,1.607637102
Dlg4,,,4.210319291,1.801397019
Rap2a,,,4.203434434,1.393031549
Islr2,,,4.177593033,3.184636131
Hs6st2,,,4.162630509,1.27965993
Epha5,,,4.159940812,1.248485068
Lnpep,,,4.151803867,3.187484687
Klf16,,,4.144343158,3.930946657
E2f6,,,4.118767602,0.87905294
Synm,,,4.102714434,1.482680593
Sumo2,,,4.098951876,0.591137822
Tenc1,,,4.093504064,0.971707345
Gabra4,,,4.092004567,3.223533437
Trafd1,,,4.082565001,2.058853551
Wbp2,,,4.081324115,4.05939676
Hist3h2ba,,,4.078695538,2.012151986
Qpct,,,4.06557499,0.481121766
Sh3bgr,,,4.055572903,3.890337505
Cep170b,,,4.043652546,4.757506459
Amigo2,,,4.023449378,2.333325049
Alcam,,,4.022878999,0.245846433
Snrk,,,4.022704679,2.889505044
Gab1,,,4.013146959,1.754645593
Cdc42ep4,,,4.009029368,0.000970977
Twf1,,,4.007322585,1.705761717
Cpsf6,,,4.006754707,2.202804127
Cd164,,,4.001976847,0.221414145
Gm6654,,,3.996457135,2.505790749
Wfdc18,,,3.990558644,1.124268254
Nt5c2,,,3.972307143,3.029424764
Sdccag8,,,3.957204103,4.211022899
Lsm14b,,,3.956980421,0.395630437
Kcna1,,,3.953693886,2.668651297
Ncald,,,3.951788175,2.072750359
Morf4l2,,,3.949515568,2.916797196
Hdac2,,,3.945786582,1.082125201
Eif4e3,,,3.94474559,4.051752868
Pdlim5,,,3.944289555,0.113974408
Ube2s,,,3.935572948,1.290297539
Ptprf,,,3.934216748,1.903918081
Csnk1g3,,,3.930558366,2.154064107
Ntng1,,,3.926266608,3.017699534
Syngr2,,,3.918676581,1.762754522
Plscr2,,,3.906024971,0.000964009
Rgmb,,,3.901380515,1.870884916
Gm12070,,,3.899499209,0.66594089
Cldn25,,,3.898819576,4.565759666
Pacsin1,,,3.894136094,1.013700454
Cpne3,,,3.875545512,0.789963499
Lrp1,,,3.870044757,4.377673918
Taf15,,,3.866282553,4.547314972
Svil,,,3.866228145,2.020792117
Trip10,,,3.855586158,3.404788301
Sema6d,,,3.841067663,1.844405587
Ola1,,,3.837956846,3.506074936
Paqr8,,,3.834299326,1.259503675
Ubtf,,,3.83333941,0.726057221
Purg,,,3.832358621,5.012978634
Ppp1r13b,,,3.829655812,1.397564931
Bcor,,,3.82800835,3.693290022
Zfp804a,,,3.827842031,1.765415101
Shpk,,,3.826908796,1.358334279
Pja1,,,3.823168968,0.377469399
S100a9,,,3.817624429,0.00096401
Nhsl2,,,3.813312215,1.350187981
Sh3glb1,,,3.811768398,1.145790615
Stk17b,,,3.809793103,4.373004508
Lhfpl4,,,3.807328703,2.460508625
Abca8a,,,3.80226101,9.192745889
Gucy1a3,,,3.790463844,1.252961313
Rsu1,,,3.784331473,0.012827056
Dbc1,,,3.780377313,2.210720099
Samd9l,,,3.775793008,0.851069194
Grik5,,,3.773641782,0.02439572
Cd59a,,,3.773504995,0.099545554
Rpl11,,,3.772124127,4.508435864
Tiam1,,,3.771891112,1.432173863
Ephb3,,,3.767205121,0.820820134
Pi4ka,,,3.755163673,2.142785953
Chga,,,3.754712566,0.019232251
Dnlz,,,3.747250714,0.00096401
Rhbdf1,,,3.739146932,0.000970968
Arhgef12,,,3.73656484,3.005859357
Car4,,,3.734300611,1.450122819
Sh3d19,,,3.734098055,0.303950863
Add3,,,3.732936261,0.29190035
Neurl1b,,,3.717009795,1.692233584
Mpz,,,3.711127026,3.674619135
Sncg,,,3.710743135,1.859361844
Plekhh3,,,3.696749027,1.158333489
9530068E07Rik,,,3.695807279,2.123393114
Lrrtm1,,,3.695606413,1.899614769
Alas2,,,3.687381457,5.812863381
Grn,,,3.687204139,2.686985565
Lrp8,,,3.682241079,1.661204235
Gfod1,,,3.679645513,1.025001119
Svop,,,3.678848958,1.481115103
Prpf4b,,,3.678712897,2.21447465
9930013L23Rik,,,3.676336095,0.00096401
Fam220a,,,3.671156432,3.885577277
Atp6ap1,,,3.664409133,4.431843712
Ntn1,,,3.662036965,0.005281455
2310008H04Rik,,,3.657827025,1.937171437
Tpr,,,3.657316855,2.525657153
Sdcbp,,,3.656644082,1.208229828
Hspa12a,,,3.655013726,4.326575508
Tmem50b,,,3.653604241,3.33184552
Csdc2,,,3.649107755,0.344905731
Il13ra2,,,3.640159065,0.887180791
Kctd13,,,3.633610031,3.332320028
Nr2f1,,,3.63170923,3.093266256
Isoc1,,,3.63045189,3.1851309
Gspt1,,,3.629714289,3.483908566
Kat7,,,3.626550264,0.53884268
Kctd17,,,3.62254485,1.531332656
Smap2,,,3.619117071,1.730750333
Sycp3,,,3.616968583,2.164822724
Atxn7l3b,,,3.615066218,2.10984907
Ssr1,,,3.612707875,1.057161907
Pcolce,,,3.595297184,1.049522545
Cops2,,,3.594350241,1.053526778
Maf,,,3.594084534,0.079437338
Mprip,,,3.592717679,2.29068921
Hmgn2,,,3.591525959,1.046799754
Runx1,,,3.58715147,1.942014463
Frmd7,,,3.586903068,1.115585349
Slc35a4,,,3.584710943,3.745904368
Srsf11,,,3.58328982,2.820103866
Fcgr2b,,,3.583212917,0.775811803
Morf4l1,,,3.582472465,0.072603494
Cby1,,,3.577495555,3.820880419
Gpr56,,,3.576853707,0.273886908
Rit2,,,3.572792603,2.995752457
Shisa6,,,3.570742633,0.852369936
Fgfr3,,,3.570389046,2.23041178
Rasa1,,,3.56974812,0.006806618
Zfp703,,,3.566666161,0.220162389
Junb,,,3.565731825,1.356836326
Sema3c,,,3.561423963,3.660580245
Pcx,,,3.557835456,1.021189162
Cacnb4,,,3.55557219,3.299429093
Tmem100,,,3.552120769,1.611487941
Elmod1,,,3.537984098,2.023546161
Scn1b,,,3.532890566,3.609654466
Ier5,,,3.530824136,1.808069817
Ncoa4,,,3.529087482,2.598804438
Dgkz,,,3.524827535,0.00096401
Ssbp2,,,3.516998426,1.698627588
Grm7,,,3.516418062,2.007440537
Kank2,,,3.513144107,0.965324529
Mxra8,,,3.510130481,0.828579752
Sep-02,,,3.509513867,0.08372603
