,gene,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,lengthscale,BIC_periodic,BIC_linear,BIC_rbf,pval,q_value
227,B3galtl,-410.8622708,-410.9061266,0.043855821,0.84534662,844.0549788,838.494297,843.9672681,0.767106739,1
228,Cand2,-414.8983259,-414.9779813,0.079655476,2.193686501,852.1986894,846.638009,852.0393783,0.6897917,1
229,Tmx3,-528.5848701,-530.4649221,1.880052063,4.243875944,1083.172569,1077.61189,1079.412467,0.05248931,0.398537891
230,Ank2,-774.2924039,-780.3064613,6.014057354,0.750438436,1582.857911,1577.29723,1570.827534,0.000524041,0.010008636
231,Cul1,-581.8001102,-581.882748,0.082637847,0.606193445,1186.008218,1180.44753,1185.842947,0.684345039,1
232,Syt13,-452.6530761,-453.0078747,0.354798557,0.91991696,928.2584499,922.697768,927.5488787,0.399577593,1
233,Tiam2,-700.0460385,-701.3462359,1.300197405,0.767006846,1424.93521,1419.37452,1422.334804,0.106837097,0.628709873
234,Frmd3,-394.0824707,-394.1269455,0.044474812,1.461351271,810.4966159,804.935937,810.4076679,0.765516762,1
235,Clk4,-515.6273023,-515.6272989,-3.37E-06,0.702545258,1053.497323,1047.93664,1053.497331,1,1
236,Dopey2,-374.0537276,-374.0537239,-3.77E-06,0.00127415,770.3501743,764.789493,770.3501817,1,1
237,Gpr37l1,-778.9413886,-784.439359,5.497970428,1.555355459,1591.121442,1585.56076,1580.125504,0.000913116,0.015541807
238,Adnp,-608.9087256,-609.2817781,0.373052538,0.677049816,1240.806328,1235.2456,1240.060178,0.387712196,1
239,Cdca7l,-144.1868908,-144.1868955,4.67E-06,1.395839566,310.6165191,305.055837,310.6165081,0.997561556,1
240,Rwdd4a,-418.4905173,-418.4905938,7.65E-05,0.457827786,859.2239144,853.663241,859.2237611,0.990130965,1
241,Cuedc2,-570.1583714,-572.0464615,1.888090099,2.31418028,1166.335643,1160.77496,1162.559469,0.051987214,0.395957532
242,Kptn,-290.3225735,-290.6173473,0.294773742,0.750374726,603.4774398,597.916735,602.8878735,0.442594157,1
243,Hspe1,-637.4242966,-637.506006,0.08170942,0.015058706,1297.254742,1291.69405,1297.09132,0.686028182,1
244,Pitrm1,-354.9966519,-355.0440864,0.0474345,1.045106289,732.3308989,726.770217,732.2360303,0.758076156,1
245,Dlx6as1,-585.8542059,-592.0918905,6.237684644,2.703760202,1206.426506,1200.86582,1193.951138,0.000412353,0.00816954
246,Arhgap32,-556.1377433,-560.7690468,4.631303541,0.827152959,1143.780799,1138.22011,1134.518213,0.002338799,0.033632676
247,Scrib,-506.8417444,-522.879184,16.03743961,2.405402892,1068.001096,1062.44041,1035.926215,1.48E-08,7.57E-07
248,Arap2,-627.9441222,-630.3107403,2.36661813,1.039482882,1282.864157,1277.30348,1278.130971,0.029585168,0.265118693
249,Pcdhb7,-254.595405,-254.812902,0.217497009,0.164724273,531.8685294,526.307848,531.4335365,0.509548579,1
250,Cox4i1,-901.164836,-911.3523171,10.18748111,0.830632136,1844.949896,1839.38991,1824.572399,6.37E-06,0.000195027
251,Cnn3,-683.2502241,-702.7003403,19.45011622,1.338550318,1427.643312,1422.08263,1388.743175,4.46E-10,2.87E-08
252,Ryr3,-320.341273,-320.3938925,0.052619467,1.085740689,663.0305239,657.469842,662.9252725,0.74563105,1
253,Ppp1r36,-95.96406815,-96.2721667,0.308098552,1.644731102,214.7870612,209.226379,214.1708628,0.432463986,1
254,Xrcc6bp1,-185.7252225,-185.7252211,-1.41E-06,0.001103497,393.6931688,388.132487,393.6931715,1,1
255,Ccdc85a,-436.8053998,-436.8389573,0.033557519,0.006053772,895.9205398,890.359858,895.8535261,0.795584547,1
256,Dhps,-249.5072222,-249.515265,0.008042887,1.714498,521.2732569,515.71258,521.2571709,0.899075185,1
257,Cd24a,-504.2176389,-509.5994516,5.381812652,0.743133903,1041.441628,1035.88095,1030.678004,0.001035144,0.017243507
258,Wdr1,-674.2503553,-674.691133,0.440777631,0.000296574,1371.624993,1366.0644,1370.743437,0.347776059,1
259,Copa,-610.8267268,-610.8274893,0.000762491,0.248940682,1243.897706,1238.33703,1243.89618,0.968849713,1
260,Slitrk5,-556.0992232,-557.2905179,1.191294694,1.422358835,1136.823817,1131.26313,1134.441173,0.122694026,0.68443256
261,Map2k2,-512.6729004,-512.9942083,0.321307971,4.029756957,1048.231143,1042.67046,1047.588527,0.422765111,1
262,Itgb1,-561.0483743,-566.9806927,5.932318364,1.39606937,1156.204121,1150.64344,1144.339475,0.000572099,0.010679426
263,Pikfyve,-473.1203429,-473.2311729,0.110830047,0.111171042,968.7051054,963.14438,968.4834123,0.637777911,1
264,Txndc15,-542.5273219,-543.3986287,0.871306763,2.477196515,1109.039983,1103.47932,1107.29737,0.186808016,0.868516994
265,Myt1l,-662.7163535,-664.5184305,1.802076983,1.915826832,1351.279584,1345.7189,1347.675434,0.057635388,0.423752709
266,Vat1l,-379.6071054,-395.7369494,16.12984395,1.387717948,813.716626,808.155944,781.4569373,1.35E-08,7.01E-07
267,Shprh,-386.9480462,-387.472277,0.524230791,7.528333913,797.1872631,791.62658,796.1388189,0.305861665,1
268,Arhgdig,-467.0800854,-473.4107059,6.330620518,1.13453342,969.0641356,963.503454,956.4028973,0.000373314,0.00753679
269,BC002163,-681.3536462,-681.3536429,-3.28E-06,1.595587843,1384.950014,1379.38933,1384.950019,1,1
270,Acsl4,-546.537568,-546.8665682,0.329000181,0.586720237,1115.975861,1110.41518,1115.317863,0.41726678,1
271,Rgs12,-510.0124732,-527.9588667,17.94639342,2.089619187,1078.160449,1072.59977,1042.267673,2.08E-09,1.25E-07
272,Man2b1,-394.3353036,-395.1876484,0.852344865,1.074213423,812.6180249,807.057346,810.9133337,0.191675803,0.881670455
273,Pex13,-404.0014622,-404.0017983,0.000336061,0.288893521,830.2463231,824.685641,830.2456509,0.979316908,1
274,Prune2,-730.6117513,-731.3379276,0.726176327,0.787228634,1484.918579,1479.3579,1483.466229,0.228150824,0.960138136
275,Rmnd5b,-328.4456427,-328.4456245,-1.82E-05,0.8659553,679.1339982,673.573294,679.1340119,1,1
276,Rad9a,-341.4312508,-341.5614928,0.130241939,1.012963116,705.3657076,699.805038,705.1052281,0.609787919,1
277,Lmnb2,-287.8808072,-287.8817502,0.000942928,0.417222419,598.0062246,592.445543,598.0043409,0.965361599,1
278,Sfrp1,-285.9172519,-288.6985206,2.781268686,1.20796318,599.6397641,594.079082,594.0772303,0.018348801,0.183254653
279,Gemin5,-229.9513604,-229.9513594,-9.93E-07,3.91E-05,482.1454457,476.584774,482.1454473,1,1
280,Laptm4a,-831.0610172,-867.0283465,35.96732925,1.96495722,1756.301085,1750.72433,1684.364761,0,0
281,Phka2,-227.6508942,-228.099949,0.449054839,0.830632178,478.4426248,472.881943,477.5445149,0.343289082,1
282,Slc39a1,-506.0185243,-507.3869125,1.368388236,2.68381521,1037.016552,1031.45587,1034.279775,0.0980624,0.599182885
283,Birc2,-371.4548968,-371.7257506,0.270853804,0.817700449,765.6942205,760.133539,765.1525201,0.461725899,1
284,Srebf2,-237.5108708,-237.5108693,-1.48E-06,0.001450036,497.2644791,491.703784,497.2644681,1,1
285,Atp6ap1,-612.55903,-616.2234391,3.664409133,1.604898642,1254.689546,1249.12886,1247.360787,0.006785765,0.084305759
286,Atp6v0b,-774.1498562,-775.9300102,1.780154011,1.377026308,1583.136548,1577.57587,1570.542439,0.059176757,0.431456051
287,Pkig,-609.5598138,-614.9353248,5.375511027,1.313057304,1252.113376,1246.5527,1241.362354,0.001042217,0.017319264
288,BC030336,-468.6399933,-468.646163,0.006169701,0.753845396,959.5350497,953.974368,959.5227131,0.91155064,1
289,Eif3i,-548.0192087,-549.9078476,1.888638909,3.752535003,1122.058423,1116.49774,1118.281144,0.051953118,0.395957532
290,Ubr4,-498.0791436,-498.4132114,0.334067879,0.759279996,1019.06915,1013.50847,1018.401014,0.413702323,1
291,Phf1,-255.3434556,-256.4522026,1.108746982,2.363781685,535.1471315,529.58645,532.9296377,0.136454394,0.730394755
292,D8Ertd738e,-587.3174655,-587.3174547,-1.08E-05,0.841114933,1196.877637,1191.31695,1196.877658,1,1
293,Foxg1,-673.6849562,-674.246576,0.56161983,1.795185692,1370.735952,1365.1752,1369.612639,0.289221939,1
294,Ptprs,-742.17976,-742.1797545,-5.49E-06,0.701118549,1506.602235,1501.04155,1506.602247,1,1
295,Ints2,-349.608885,-349.6155405,0.006655446,0.860091633,721.4738067,715.913124,721.4604965,0.908149606,1
296,Rps23,-682.6263805,-684.0579829,1.431602338,0.62994932,1390.358692,1384.79802,1387.495488,0.090626781,0.568915647
297,Wipf2,-394.2952807,-397.1610756,2.865794989,1.278416583,816.564878,811.004194,810.8332879,0.01666239,0.171221612
298,Psmd7,-526.3694489,-526.788459,0.419010179,0.638191807,1075.819645,1070.25896,1074.981624,0.359963564,1
299,Yipf4,-571.9878857,-573.2327362,1.244850503,0.868941916,1168.708088,1163.14742,1166.218498,0.114593493,0.655405969
300,Tenm3,-628.7842017,-639.1942818,10.41008007,1.784597758,1300.631292,1295.07061,1279.81113,5.04E-06,0.000156872
301,Sez6,-749.8751825,-802.5025958,52.62741335,2.210052671,1627.246546,1621.68586,1521.993092,0,0
302,Ssbp4,-450.6433034,-451.1625178,0.519214319,2.06352947,924.5677618,919.007079,923.5293333,0.308187211,1
303,Polr1c,-419.4022831,-419.4069088,0.004625712,0.526822789,861.0565439,855.495863,861.0472927,0.923374181,1
304,Nup88,-295.5496757,-295.5496758,1.10E-07,3.975884662,613.3420782,607.781397,613.3420779,0.999625759,1
305,Lrrc8a,-493.9240371,-494.2150089,0.290971822,1.420672618,1010.672746,1005.11206,1010.090801,0.445551481,1
306,Matk,-366.0117449,-366.2527457,0.241000743,1.000396674,754.7482241,749.187536,754.2662163,0.487517122,1
307,Aftph,-562.0108594,-562.8984892,0.887629821,1.067192059,1148.039703,1142.47902,1146.264445,0.182732494,0.85924751
308,Ercc6,-309.6044282,-309.7076355,0.103207371,0.003440321,641.6579826,636.097301,641.4515829,0.649592124,1
309,Tril,-540.8388297,-542.0430951,1.204265344,1.174014269,1106.328909,1100.76825,1103.920386,0.120675584,0.678542685
310,1810014B01Rik,-142.675901,-142.7739818,0.098080804,0.607822818,307.7906931,302.230011,307.5945285,0.657837089,1
311,Flnb,-343.3900625,-344.3286679,0.938605427,1.902233924,710.9000623,705.33938,709.0228515,0.170651491,0.827713913
312,Ndrg3,-748.8311658,-749.0610403,0.229874468,1.313055765,1529.545121,1523.98444,1519.905058,0.497741332,1
313,Cpne6,-767.2098958,-776.2453365,9.035440737,0.671791382,1566.030932,1560.47025,1556.662518,2.13E-05,0.000594448
314,Rin2,-375.7687251,-376.0807427,0.312017591,0.733399922,774.4042123,768.843536,773.7801767,0.429551728,1
315,Rtn4,-919.9755774,-927.1072023,7.131624895,2.980271325,1876.457198,1870.89651,1862.193881,0.000158938,0.00356208
316,Zhx1,-527.2247967,-527.6011277,0.376331091,0.922036903,1077.444983,1071.8843,1076.69232,0.385634675,1
317,Lims2,-327.7693071,-328.2631599,0.493852759,1.663670992,678.7690466,673.208365,677.7813407,0.320303813,1
318,Siah1a,-385.1563365,-385.1683475,0.012010931,0.00449362,792.5794222,787.018739,792.5553995,0.876829298,1
319,Necab3,-486.5195621,-489.3106186,2.791056433,1.903039214,1000.863963,995.303282,995.2818507,0.018144819,0.182048553
320,Ppp2r2b,-586.0088024,-586.3835475,0.374745126,1.781004411,1195.009815,1189.44914,1194.260331,0.386637668,1
321,Csnk1e,-564.9752087,-565.8340811,0.858872421,2.542854735,1153.910863,1148.35018,1152.193144,0.189983592,0.877066991
322,Nat14,-449.0890067,-449.4399155,0.350908802,0.836040571,921.1225573,915.561876,920.4207399,0.402173626,1
323,Scarf2,-122.1355487,-123.4023103,1.266761566,1.963442483,269.0473473,263.486666,266.5138239,0.111451123,0.646099488
324,Maged1,-627.889111,-628.4373135,0.548202427,2.806243334,1279.117358,1273.5567,1278.020949,0.295056445,1
325,Cacng3,-392.7885529,-407.0503532,14.26180035,1.422856273,836.3434307,830.782751,807.8198323,9.26E-08,4.09E-06
326,Chmp1a,-434.1923344,-434.2026521,0.010317708,1.319422167,890.6480314,885.0875,890.6273953,0.885776599,1
327,Maea,-549.661098,-550.0677477,0.406649679,1.65708855,1122.378227,1116.81754,1121.564923,0.367146589,1
328,Abhd4,-604.490265,-607.6584837,3.168218682,1.210957181,1237.559694,1231.99901,1231.223257,0.011828222,0.13096539
329,Rps14,-685.553229,-685.5536425,0.000413466,0.548581379,1393.350012,1387.78933,1393.349185,0.977058854,1
330,Tmem63b,-424.7401906,-425.4264982,0.686307575,1.199099818,873.0957257,867.535045,871.7231077,0.241363072,0.982033452
331,Camk2g,-645.9906577,-646.886793,0.896135317,2.466303907,1316.016312,1310.45563,1314.224042,0.180649753,0.853776936
332,Gaa,-711.5676012,-711.5676079,6.73E-06,0.51101029,1445.377942,1439.81726,1445.377929,0.997072738,1
333,Wdr36,-366.8856904,-368.0870185,1.201328101,0.672466774,758.4167673,752.856087,756.0141073,0.121129423,0.679247256
334,Adss,-467.0439763,-467.7225754,0.678599076,1.386551353,957.6878805,952.127199,956.3306791,0.244023657,0.986634508
335,Ms4a6c,-66.78354401,-66.79440474,0.010860726,1.926720273,155.8315366,150.270855,155.8098145,0.882830517,1
336,Kirrel3,-431.41651,-436.0445096,4.627999597,1.369035931,894.3317455,888.771064,885.0757465,0.002347252,0.0336909
337,Gm7444,-20.81140214,-20.81125536,-0.000146783,0.607077811,63.86523785,58.3045557,63.8655308,1,1
338,Rock1,-520.9681441,-522.5446541,1.576510019,0.657206856,1067.33205,1061.77137,1064.179015,0.075786578,0.510477225
339,Ctsz,-377.829665,-377.8454132,0.015748151,0.002507898,777.9335514,772.37287,777.9020565,0.859137676,1
340,Srp54b,-577.8239499,-577.828885,0.004935062,0.006476734,1177.900494,1172.33981,1177.890626,0.920861573,1
341,Clasp2,-708.6833059,-708.6832361,-6.99E-05,0.661655678,1439.609197,1434.04852,1439.609338,1,1
342,Gpbp1,-582.7733049,-582.8234542,0.050149282,1.854995162,1187.889643,1182.32896,1187.789336,0.751471639,1
343,Rpp30,-380.0607838,-380.0607816,-2.24E-06,0.000118679,782.3642896,776.803609,782.3642941,1,1
344,Gpatch4,-227.2316875,-227.2368196,0.005132111,0.561847823,476.7163923,471.155682,476.7061015,0.919302396,1
345,Kcnip2,-651.8602463,-652.063455,0.203208686,0.517979233,1326.36965,1320.80897,1325.963219,0.52379353,1
346,Prkcb,-725.8574713,-733.1369299,7.279458562,2.449545177,1488.516465,1482.95578,1473.957669,0.000135844,0.003119798
347,Nisch,-750.519901,-751.085646,0.565745051,1.882399164,1524.414017,1518.85334,1523.282529,0.287457721,1
348,Fmr1,-598.9466379,-599.8846328,0.937994897,1.896738895,1222.011994,1216.45131,1220.136002,0.170790635,0.82773296
349,Slc48a1,-527.5728128,-527.6990447,0.126231873,2.69E-09,1077.640815,1072.08013,1077.388352,0.615345596,1
350,Gna11,-618.4355633,-618.4356417,7.84E-05,0.232571531,1259.11403,1253.55339,1259.113853,0.990009166,1
351,Foxo3,-28.00901479,-28.06705524,0.058040456,1.773287605,78.67954325,73.1188624,78.2607561,0.733324553,1
352,Fam76a,-462.0869958,-465.0617822,2.974786441,3.56544331,952.366182,946.805478,946.4167181,0.014720852,0.15646434
353,Sox12,-310.2008937,-310.2703084,0.069414657,0.973532963,642.7833553,637.222662,642.6445139,0.709447617,1
354,Ndufa11,-662.1609035,-662.1920865,0.031183032,2.478501799,1346.626898,1341.06622,1346.564534,0.802794622,1
355,Spock3,-624.1606022,-628.8842678,4.723665622,2.457337803,1280.011261,1274.45058,1270.563931,0.002114566,0.031140069
356,Insm1,-289.5095354,-289.8960046,0.386469181,1.355136293,602.0347355,596.474054,601.2617973,0.379309579,1
357,Neurl4,-452.1736552,-453.0257856,0.852130383,1.886658017,928.2943005,922.733615,926.5900369,0.191731703,0.881670455
358,Lsg1,-328.8182422,-329.5597875,0.741545311,3.276031695,681.3622562,675.801575,679.8792109,0.223291591,0.951479302
359,Tcf4,-828.9849044,-834.1926269,5.207722498,0.899662498,1681.298639,1675.73795,1680.212535,0.001249657,0.020030916
360,Hist1h4d,-142.5157487,-142.5157482,-4.12E-07,0.007087166,307.2742234,301.713541,307.2742239,1,1
361,Lyn,-447.9466959,-454.1330373,6.186341386,1.251951342,930.5088081,924.948123,918.1361183,0.000435661,0.008543103
362,Rps12,-457.3014457,-457.3029185,0.001472847,0.411375175,936.8484847,931.287801,936.8456179,0.956716666,1
363,Papola,-627.2623689,-627.3659534,0.103584461,0.748092237,1276.974632,1271.41395,1276.767464,0.648995481,1
364,Tagln3,-565.7919421,-565.8769637,0.085021667,0.609144377,1153.996648,1148.43596,1153.826611,0.680073298,1
365,Atp1a2,-786.7500494,-814.1990315,27.44898209,1.271415151,1650.640792,1645.08011,1595.742825,1.27E-13,1.27E-11
366,Setd1b,-470.3484312,-470.3484299,-1.33E-06,0.01977458,962.9395885,957.37894,962.9395889,1,1
367,Cdc42se2,-693.4736472,-695.3621556,1.888508424,1.769926152,1412.967038,1407.40636,1409.190021,0.051961223,0.395957532
368,Ildr2,-688.4107213,-688.5306161,0.11989484,1.00494078,1399.30396,1393.74328,1399.064169,0.62435806,1
369,Cldn12,-477.1545821,-477.1545779,-4.13E-06,0.000913195,976.5518835,970.991202,976.5518907,1,1
370,Zc4h2,-352.7523103,-353.0697239,0.317413593,0.72649527,728.3821759,722.821495,727.7473471,0.425590179,1
371,Dhodh,-280.1811226,-281.9293727,1.748250046,0.980951912,586.1014709,580.540789,582.6049717,0.061498668,0.442308187
372,Smarce1,-519.171028,-519.1959584,0.02493036,0.00340522,1060.634655,1055.07396,1060.584783,0.823305809,1
373,S100b,-781.8137764,-814.5855803,32.7718039,2.083288144,1651.413885,1645.8532,1585.870279,5.55E-16,7.57E-14
374,Dctn2,-666.7636048,-667.1293132,0.365708452,1.966601159,1356.501353,1350.94067,1355.769936,0.3924243,1
375,Sdhaf1,-369.1896627,-369.189663,2.41E-07,0.08087771,760.6220497,755.061372,760.6220519,0.999446059,1
376,Myef2,-533.2978146,-533.2978139,-6.96E-07,1.225051881,1088.838353,1083.27767,1088.838356,1,1
377,Cpsf3,-398.9650236,-400.3552314,1.390207819,1.567658759,822.9531889,817.392509,820.1727737,0.095423402,0.589753005
378,Maf1,-582.6568531,-583.2328717,0.576018602,0.805502959,1188.708468,1183.14781,1187.556433,0.283123097,1
379,Diap1,-67.43165194,-67.76545933,0.333807393,3.129767874,157.7736459,152.212965,157.1060304,0.413884439,1
380,Yme1l1,-602.152211,-602.3205507,0.168339738,0.533616241,1226.883827,1221.32314,1226.547149,0.561752191,1
381,Usp24,-461.1032762,-461.103278,1.74E-06,0.010437695,944.4492825,938.888601,944.4492789,0.998511567,1
382,Nckipsd,-314.2206957,-317.2105992,2.989903544,1.852442523,656.663914,651.103232,650.6841179,0.014470585,0.154689512
383,Mterfd1,-347.8245111,-348.3609049,0.536393837,0.894732488,718.9645404,713.403856,717.8917487,0.300316624,1
384,Gpr17,-408.8277978,-408.8635507,0.03575288,1.24E-10,839.9698273,834.409146,839.8983221,0.789156881,1
385,Zfp740,-480.6995603,-480.6995616,1.25E-06,0.000643641,983.6418405,978.081168,983.6418471,0.998738434,1
386,Tbc1d9b,-576.5804114,-598.3109729,21.73056145,2.110008567,1218.864721,1213.30401,1175.403549,4.32E-11,3.31E-09
387,Arl2bp,-623.9572616,-624.1604598,0.203198175,0.679643357,1270.563621,1265.00294,1270.15725,0.523804266,1
388,Rxrb,-432.794794,-433.0286528,0.233858727,0.010913541,888.3000301,882.739368,887.8323145,0.494039125,1
389,Pop7,-379.5650404,-379.6724408,0.10740042,0.06609976,781.5875659,776.026884,781.3728073,0.643030298,1
390,Cnot7,-610.5390684,-610.5390635,-4.83E-06,0.014902957,1243.320854,1237.76018,1243.320863,1,1
391,Ccsap,-489.8461127,-495.0045631,5.158450389,1.806807901,1012.251856,1006.69118,1001.934952,0.001318175,0.020881404
392,Hnrnpa2b1,-928.8797837,-939.6647455,10.78496182,1.417233015,1901.572391,1896.00123,1880.002294,3.41E-06,0.000110442
393,Rbfox3,-657.9082619,-694.9072197,36.99895779,1.940236229,1412.057163,1406.49648,1338.05925,0,0
394,Xpr1,-664.0611539,-664.8464398,0.785285972,1.194295473,1351.935606,1346.37492,1350.365034,0.210123973,0.923665668
395,Kcnd3,-614.756551,-614.844189,0.087638042,0.720659681,1251.9311,1246.37042,1251.755829,0.67546473,1
396,Mrpl33,-496.7800975,-498.3958582,1.615760648,2.547128404,1019.034464,1013.47378,1015.802922,0.072233558,0.493933934
397,Ddx19a,-397.9853081,-402.4269528,4.441644686,1.198033421,827.0966315,821.535951,818.2133427,0.002877926,0.040077879
398,Rcc2,-420.1351284,-420.1439467,0.008818334,0.213267004,862.5306062,856.969925,862.5129833,0.894349089,1
399,Psmb4,-634.1348885,-636.8117481,2.676859656,3.059946798,1295.866222,1290.30554,1290.512504,0.020678116,0.201215536
400,Ddx50,-518.9259305,-519.5607003,0.634769744,0.860302232,1061.364128,1055.80352,1060.094588,0.259853089,1
401,D5Ertd579e,-487.8344526,-487.8344495,-3.13E-06,0.003637243,997.9116342,992.350944,997.9116317,1,1
402,Rnf138,-413.5479695,-413.5479673,-2.17E-06,0.00013677,849.3386614,843.777979,849.3386655,1,1
403,Igsf11,-521.5038829,-521.5039783,9.54E-05,0.64682027,1065.250681,1059.69001,1065.250492,0.988979141,1
