,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,lengthscale,BIC,pval,q value
Clasp2,-708.6832367,-708.6832354,-1.29E-06,2.451098033,,1,1
Gpbp1,-582.8234655,-582.8234579,-7.62E-06,0.000141948,,1,1
Rpp30,-380.0607846,-380.0607823,-2.27E-06,0.004424831,,1,1
Gpatch4,-227.2368009,-227.2368193,1.84E-05,0.045076567,,0.996575927,1
Kcnip2,-651.4421838,-652.0634635,0.621279675,0.801976785,,0.430572148,1
Prkcb,-732.7850071,-733.1368695,0.351862466,2.61E-09,,0.553060722,1
Nisch,-750.1192843,-751.0856451,0.966360782,1.532231519,,0.325589469,1
Fmr1,-599.884635,-599.8846341,-9.16E-07,0.010842366,,1,1
Slc48a1,-527.5728128,-527.6990424,0.126229527,0.000810403,,0.722373882,1
Gna11,-618.4355464,-618.4356419,9.56E-05,0.22894518,,0.992199394,1
Foxo3,-28.21864724,-28.2184082,-0.000239036,0.473164744,,1,1
Fam76a,-465.0617182,-465.0617131,-5.07E-06,0.603157866,,1,1
Sox12,-310.2703085,-310.2703084,-1.14E-07,5.31E-05,,1,1
Ndufa11,-662.1921027,-662.1920883,-1.44E-05,0.090674122,,1,1
Spock3,-628.8842714,-628.8842675,-3.84E-06,0.013620834,,1,1
Insm1,-289.8419325,-289.8960044,0.054071912,0.000644408,,0.816123531,1
Neurl4,-453.0124785,-453.0257974,0.013318916,0.000633622,,0.908122048,1
Lsg1,-329.5597686,-329.5597647,-3.85E-06,6.40E-05,,1,1
Tcf4,-829.44365,-829.5279546,0.084304654,4.839643645,,0.771546474,1
Hist1h4d,-142.5157487,-142.5157495,7.62E-07,0.823263814,,0.999303414,1
Lyn,-454.0439669,-454.1330398,0.089072937,0.515069648,,0.76535905,1
Rps12,-457.3011156,-457.3028796,0.001764065,0.007626563,,0.966498081,1
Papola,-627.3589882,-627.365954,0.006965753,0.061240047,,0.93348492,1
Tagln3,-565.550026,-565.8769599,0.326933957,1.11037786,,0.567470087,1
Atp1a2,-813.6432308,-814.1990315,0.555800716,4.68E-11,,0.455957164,1
Setd1b,-467.8114063,-470.3484304,2.53702413,3.806564053,,0.111204199,1
Cdc42se2,-695.2187837,-695.3621557,0.14337199,3.512230087,,0.704951546,1
Ildr2,-688.1788322,-688.5306954,0.351863261,1.461355902,,0.553060273,1
Cldn12,-477.1545803,-477.1545782,-2.07E-06,0.000705372,,1,1
Zc4h2,-353.019361,-353.0697239,0.050362906,0.17621557,,0.822432989,1
Dhodh,-281.9293742,-281.9293722,-2.03E-06,2.052376929,,1,1
Smarce1,-517.4565299,-519.1959614,1.739431457,0.839640074,,0.187210881,1
S100b,-814.1783094,-814.5855792,0.407269851,3.924867773,,0.523358484,1
Dctn2,36566.35141,-671.7216489,37238.07305,3.714432681,,0,0
Sdhaf1,-369.1896654,-369.1896621,-3.26E-06,2.05E-05,,1,1
Myef2,-533.2660394,-533.2979082,0.03186877,0.61211892,,0.858315979,1
Cpsf3,-400.2249021,-400.3552335,0.130331344,0.856464004,,0.718088737,1
Maf1,-583.1143306,-583.2328686,0.118537933,1.15E-07,,0.730625661,1
Diap1,-67.7654593,-67.76545948,1.81E-07,5.723949506,,0.999660864,1
Yme1l1,-601.7515233,-602.3205525,0.569029255,5.080263201,,0.450644923,1
Usp24,-461.0981154,-461.1032775,0.005162106,1.22110165,,0.942723035,1
Nckipsd,-317.2105965,-317.2105938,-2.67E-06,0.562970067,,1,1
Mterfd1,-348.283361,-348.3609049,0.077543857,0.62822867,,0.780653911,1
Gpr17,-408.8277978,-408.8635507,0.035752917,0.000101072,,0.850026654,1
Zfp740,-480.6995596,-480.6995619,2.28E-06,4.87E-05,,0.998795872,1
Tbc1d9b,-597.8190132,-598.3110462,0.492032974,0.580639881,,0.48302184,1
Arl2bp,-624.1603986,-624.160448,4.93E-05,0.277118216,,0.994396164,1
Rxrb,-432.4116637,-433.0286602,0.616996516,2.304437867,,0.432165594,1
Pop7,-379.3802498,-379.6724197,0.292169842,3.272115843,,0.588833388,1
Cnot7,-610.5390665,-610.5390711,4.55E-06,0.000266876,,0.998297306,1
Ccsap,-495.0045676,-495.0045646,-2.97E-06,0.003353779,,1,1
Hnrnpa2b1,-934.3300834,-939.6648324,5.334748994,33.49182185,,0.02090435,1
Rbfox3,-694.6938255,-694.9072177,0.213392265,6.36E-06,,0.644121475,1
Xpr1,-664.8464463,-664.8464399,-6.38E-06,0.023279386,,1,1
Kcnd3,-614.8431085,-614.8441872,0.001078701,0.678679845,,0.973799322,1
Mrpl33,-495.0166,-498.3958581,3.379258083,1.148125338,,0.066021769,1
Ddx19a,-401.5588761,-402.4269528,0.868076685,4.501791833,,0.351488314,1
Rcc2,-419.8912942,-420.14394,0.252645813,0.717518008,,0.61521821,1
Psmb4,-636.8054121,-636.8117472,0.006335083,2.282035383,,0.936560775,1
Ddx50,-519.5278561,-519.5607356,0.032879526,3.07E-06,,0.856110817,1
D5Ertd579e,-487.8344558,-487.8344494,-6.41E-06,0.148756069,,1,1
Rnf138,-413.2709828,-413.5479713,0.276988445,5.284781485,,0.598681924,1
Igsf11,-521.4984266,-521.5038821,0.005455507,0.014516554,,0.941120665,1
Emd,-467.4984921,-467.6502803,0.151788166,0.025701398,,0.696832346,1
Stx12,-642.990847,-642.9914601,0.000613168,1.824288806,,0.980244621,1
Ntan1,-467.2190019,-467.2190018,-1.55E-07,0.012030568,,1,1
Gng13,-711.8687723,-714.0051147,2.13634234,0.175507112,,0.143844497,1
Mrpl13,-450.7554401,-450.7579324,0.002492284,0.318735065,,0.960183921,1
Cd274,-40.80299924,-40.80259892,-0.000400318,0.547235518,,1,1
Emc2,-553.368042,-555.1612004,1.793158443,4.197469412,,0.180541811,1
Cct8,-599.9054182,-599.9054137,-4.50E-06,0.576018884,,1,1
Tmem127,-519.6934665,-520.9298173,1.236350862,3.334021822,,0.266175492,1
Phyhd1,-381.4956837,-382.6503285,1.154644843,0.819413788,,0.282578928,1
Tmed7,-707.0747618,-707.0747564,-5.43E-06,0.118050144,,1,1
Prkaca,-667.8417252,-667.8417177,-7.59E-06,1.196445238,,1,1
Stx6,-435.2226788,-435.2998748,0.077195942,0.715892552,,0.781133973,1
Macrod2,-282.4272551,-282.4302941,0.003038968,1.1040848,,0.95603742,1
Gramd4,-334.6269752,-334.6591532,0.032177955,1.326772478,,0.857637648,1
Rbbp6,-629.9699024,-630.1350749,0.16517255,0.000159601,,0.684438245,1
Aasdhppt,-391.8543674,-391.8543647,-2.73E-06,0.000651372,,1,1
Bpgm,-466.968688,-467.02653,0.057841979,0.525949769,,0.809939877,1
Ndufb10,-621.3835032,-621.6923747,0.30887153,0.557140591,,0.578373486,1
Lrpap1,-562.1876245,-562.2652842,0.077659699,1.510981436,,0.780494328,1
Banp,-397.7580816,-397.7580778,-3.85E-06,0.005392942,,1,1
Ncrna00085,-235.0600714,-235.5893563,0.529284897,0.975966803,,0.466907659,1
Jmjd6,-312.4276605,-312.8256934,0.398032971,2.769040836,,0.528106865,1
Jmy,-470.5586519,-470.6396683,0.081016426,2.191645471,,0.775924679,1
Gng4,-799.2254093,-799.5550073,0.329598075,1.800423605,,0.565895852,1
Clk2,-384.7012537,-384.7012337,-2.00E-05,2.43E-05,,1,1
Phactr1,-499.8788137,-499.9071999,0.028386264,7.95E-05,,0.866203917,1
Eno2,-892.4351416,-897.2217424,4.786600776,13.5127397,,0.028681977,1
Mir703,-788.470675,-793.1859633,4.715288359,3.47301062,,0.029895551,1
Sh3glb2,-642.6703475,-642.6699676,-0.000379857,0.405476717,,1,1
Grm2,-485.0343396,-485.386058,0.351718405,0.000368774,,0.553141991,1
Akr1e1,-336.0364809,-336.0364811,2.27E-07,2.571469613,,0.999619666,1
Wwp2,-307.8035494,-308.7830062,0.979456819,1.27635685,,0.322332946,1
Selk,-682.7629578,-682.7636315,0.000673777,0.347386553,,0.979291471,1
Rps2,-461.42159,-461.5637508,0.142160838,1.506233612,,0.706142227,1
Scara3,-227.1641541,-227.1641538,-3.68E-07,1.96E-05,,1,1
Hspd1,-606.0774195,-606.077424,4.42E-06,2.55E-05,,0.998321704,1
Ptov1,-668.6158988,-671.0497917,2.433892857,1.142785963,,0.118737702,1
Trim59,-270.7141366,-271.0613369,0.347200223,0.015020426,,0.555702311,1
Fam101b,-278.6559971,-280.3154604,1.659463328,1.274226756,,0.1976758,1
Ankhd1,-400.4725752,-400.4928073,0.020232043,0.000931842,,0.886890922,1
Mrpl22,-284.9840928,-285.6064813,0.622388474,1.369362696,,0.430161096,1
Api5,-511.7143073,-512.6521816,0.937874301,1.223801167,,0.332825117,1
A230065H16Rik,-459.6710612,-460.4225446,0.751483442,0.897392511,,0.38600697,1
Dgat2,-402.2882596,-402.32284,0.034580411,0.001340634,,0.852477628,1
Klhdc3,-584.6427182,-584.9745083,0.33179006,1.79E-07,,0.564606932,1
Mlf2,-753.2371429,-753.5381773,0.301034436,1.826379789,,0.583234648,1
Rpl31,-570.2175193,-570.6304463,0.412926917,5.846328347,,0.520487644,1
Sucla2,-657.5995352,-657.5995339,-1.28E-06,1.020884915,,1,1
Ncapd2,-215.0469273,-215.1994749,0.152547671,1.722263352,,0.696112505,1
Gpr158,-518.760826,-519.3771945,0.61636852,0.175965896,,0.432399976,1
Rabgap1,-461.3891587,-461.4705853,0.081426614,1.987238541,,0.775373337,1
Bap1,-546.4587579,-546.4587556,-2.26E-06,0.000141698,,1,1
Atxn10,-731.6224696,-731.6224641,-5.52E-06,3.098444105,,1,1
Cadm2,-803.7625568,-812.4355432,8.672986443,1.55671008,,0.003229615,1
Tsn,-588.7329431,-588.8179529,0.085009815,0.129164878,,0.770619678,1
Zfp654,-350.9658729,-351.1867699,0.220896935,0.410994444,,0.638357347,1
Agap3,-551.1750378,-553.3781351,2.203097322,1.872472926,,0.137733742,1
Sumo3,-606.1073009,-606.148847,0.041546134,0.008170252,,0.838487373,1
Mtfp1,-572.9808584,-573.0326756,0.051817231,0.678802555,,0.819930797,1
Minpp1,-434.6560157,-434.6564498,0.000434135,0.250842247,,0.98337656,1
Eif3a,-658.0992533,-658.8945143,0.795260902,0.766226039,,0.37251407,1
Romo1,-590.9462109,-590.9462283,1.74E-05,0.00238165,,0.996667971,1
Ube2g2,-506.7266062,-506.726604,-2.13E-06,6.69E-06,,1,1
Lmna,-410.1073971,-410.3603964,0.25299937,1.394891302,,0.614971003,1
C030023E24Rik,-249.6643775,-249.6664558,0.002078269,1.909878528,,0.963638608,1
Mtpn,-743.9402131,-748.619774,4.679560882,5.333173462,,0.03052355,1
Ambra1,-414.6383802,-414.6383782,-2.00E-06,0.022265636,,1,1
Hbegf,-405.0062152,-405.2698375,0.263622312,2.193099034,,0.607642428,1
Tmem191c,-451.9216001,-451.9916654,0.070065256,0.724505727,,0.791241791,1
Fam5c,-430.9709769,-431.1931104,0.22213352,0.065685223,,0.637419069,1
Uggt1,-451.8781414,-451.9480281,0.069886639,9.48E-05,,0.791501904,1
Btbd7,-83.11755009,-83.11755,-9.67E-08,0.024941724,,1,1
Uvrag,-317.4934667,-317.4949703,0.00150359,0.573197497,,0.969068861,1
Yars2,-297.1945613,-297.1945612,-6.56E-08,4.355752206,,1,1
4930503E24Rik,-313.1347009,-313.5213461,0.386645153,1.031056152,,0.534068144,1
Cyb5,-470.1156508,-471.0659443,0.950293465,0.920075287,,0.32964461,1
Rpl4,-848.337483,-853.6081433,5.270660326,20.0326776,,0.021687784,1
Srrm3,-444.007588,-444.6862726,0.678684614,0.737950097,,0.410040041,1
Bcl10,-282.0477133,-282.5812693,0.533555974,2.751073827,,0.465115679,1
Gm1673,-540.9152927,-541.1513853,0.236092671,0.888151823,,0.627042547,1
Sft2d2,-397.2529582,-397.6314245,0.378466247,2.36642799,,0.53842522,1
Ssbp2,-596.8615848,-596.8615768,-8.00E-06,0.033418013,,1,1
Dnm1,-802.4614366,-807.2717686,4.810331964,1.335998775,,0.028289595,1
Tmem200c,-324.5595194,-324.5790042,0.019484831,0.966032952,,0.888985463,1
Cacna1i,-532.2106599,-532.2106573,-2.54E-06,0.009260172,,1,1
Ndufc2,-720.9674472,-726.214814,5.247366761,0.563580755,,0.021980009,1
Tubgcp3,-395.1119915,-395.1119904,-1.06E-06,0.01507602,,1,1
Homer1,-558.7197838,-558.719784,1.95E-07,0.0083459,,0.999647873,1
0610009O20Rik,-334.0391224,-334.4889718,0.44984936,1.010380839,,0.502406499,1
Rnf34,-442.6661437,-443.0846036,0.418459903,0.813140703,,0.517706525,1
Nrsn2,-512.8146926,-512.8735956,0.058903094,0.610617342,,0.808238121,1
C330021F23Rik,-696.9007529,-696.9007542,1.31E-06,0.388577524,,0.999087876,1
Tsr2,-458.4148502,-458.4148495,-6.51E-07,0.035837362,,1,1
Reln,-829.3434229,-829.3435296,0.000106699,0.450819684,,0.991758377,1
Snhg5,-316.8288492,-316.828848,-1.29E-06,9.05E-06,,1,1
Ccser2,-581.3139376,-581.3227759,0.008838308,0.001023467,,0.925099406,1
Smyd2,-538.0831942,-538.083191,-3.14E-06,3.45E-06,,1,1
Nbl1,-487.4427367,-490.2726266,2.829889903,0.45476909,,0.092524702,1
Srpk2,-653.8376018,-653.8375892,-1.26E-05,0.037470823,,1,1
Ppa1,-587.6394799,-588.3830639,0.743584016,0.720872792,,0.388515203,1
Slc35a5,-404.2725825,-404.4132668,0.140684269,0.210703585,,0.707601702,1
Gm6710,-160.2931603,-160.2931575,-2.75E-06,6.24E-05,,1,1
Osbpl6,-363.7063903,-363.7067744,0.000384023,0.291648297,,0.984365246,1
Ak1,-578.4554973,-578.5295502,0.074052943,1.98E-09,,0.785524597,1
Mrpl1,-232.6687859,-233.7918572,1.123071331,3.997396028,,0.289258077,1
Zbtb9,-203.2120111,-203.2145078,0.002496698,0.036476586,,0.96014871,1
Upf2,-424.6349389,-424.6689146,0.033975777,2.031170756,,0.853758351,1
Megf8,-439.03864,-440.2012522,1.162612206,2.007499429,,0.28092445,1
Hdac5,-647.6616961,-647.9020864,0.240390252,1.776930034,,0.623924396,1
Vmp1,-577.49534,-577.4953331,-6.88E-06,0.00311725,,1,1
Zkscan3,-482.9793862,-483.483239,0.503852777,0.100841846,,0.47781212,1
Lrrc73,-385.1670159,-385.8427648,0.675748875,2.296949272,,0.411054439,1
Ncald,-647.609012,-648.3696906,0.760678615,3.00E-06,,0.383116235,1
Insig2,-555.3178964,-555.3178931,-3.29E-06,0.000717009,,1,1
Arid4b,-499.1300743,-499.1394408,0.00936658,2.32E-05,,0.922900239,1
Farsa,-383.9858036,-385.7846828,1.798879149,1.379054907,,0.179848059,1
Hnrnpf,-544.4246065,-544.9532614,0.528654874,1.788956177,,0.467172928,1
Ptp4a2,-685.8995332,-686.0412448,0.141711632,0.626667859,,0.706585313,1
Dnajc30,-295.9657892,-295.9939308,0.028141559,0.18097348,,0.866776449,1
Dusp26,-422.4215578,-422.4684136,0.046855771,0.708118225,,0.828627689,1
Hspbp1,-453.0845688,-453.084564,-4.72E-06,1.37E-06,,1,1
Tubg1,-377.8525078,-377.8525043,-3.43E-06,3.32E-05,,1,1
Ccdc117,-336.2034492,-336.2034475,-1.76E-06,0.016082694,,1,1
Ccdc47,-594.1586471,-594.1586449,-2.26E-06,0.000841566,,1,1
Ptdss2,-456.1481471,-456.1481483,1.21E-06,0.691056654,,0.999120646,1
Mbd1,-258.7907776,-258.9830297,0.192252053,0.881999915,,0.661048826,1
Lca5l,-73.51242837,-73.51570423,0.003275865,0.622732842,,0.954357861,1
Spag7,-384.1615067,-384.5869763,0.425469564,0.781508504,,0.514220379,1
Cyp51,-437.4135234,-437.4736443,0.060120982,1.059978966,,0.806304826,1
Anp32b,-495.2886839,-496.5820273,1.29334343,1.399877524,,0.255432712,1
Fam98b,-572.2186319,-572.2186215,-1.05E-05,0.001277853,,1,1
Adam19,-191.0068332,-191.2361743,0.229341162,1.47188254,,0.632012778,1
Spry2,-453.2003737,-453.5046215,0.304247831,0.000303065,,0.581231586,1
Ccdc58,-280.4611318,-280.5981628,0.137031048,0.455263371,,0.711250576,1
Vipas39,-442.6247529,-442.8625732,0.237820249,1.708247641,,0.625784897,1
Dnm3,-651.9264205,-652.6872899,0.760869413,1.032699183,,0.383056579,1
Cd36,-97.66791685,-97.6973624,0.029445551,1.220818303,,0.86375432,1
Hpca,-391.7061356,-392.1158115,0.409675885,6.78E-05,,0.522134059,1
Dhx30,-487.2193259,-487.2237702,0.00444438,0.055916654,,0.946847457,1
Gkap1,-354.4272346,-354.4314852,0.004250567,0.000990392,,0.948017648,1
Cdv3,-568.8039917,-569.541251,0.737259294,3.641470531,,0.390540241,1
Golgb1,-480.6456548,-480.6456541,-6.95E-07,0.015249302,,1,1
Srsf2,-687.1354486,-687.1943419,0.058893357,1.521247985,,0.808253662,1
Cspg5,-758.5605544,-758.5605483,-6.17E-06,0.062134139,,1,1
Atf2,-610.1432451,-610.1763885,0.033143362,0.10958112,,0.855540988,1
Psmb2,-480.635174,-480.6836955,0.0485215,3.59E-05,,0.825656239,1
Pafah1b1,-817.5041881,-822.3108406,4.806652493,5.068891892,,0.028350065,1
Rad21,-676.9957297,-677.0987846,0.103054834,1.8068209,,0.748194062,1
A730098P11Rik,-720.911699,-720.9116858,-1.31E-05,0.880465378,,1,1
Acadm,-463.8620954,-463.8726505,0.010555065,0.039907323,,0.918171034,1
Ftsjd1,-210.2945972,-210.3194861,0.024888966,0.000232888,,0.874644051,1
Dync2h1,-352.3320606,-352.3320665,5.90E-06,0.00050911,,0.998061353,1
Wdfy1,-309.6410239,-309.6962176,0.055193734,0.900060949,,0.814260373,1
Mapk8ip1,-744.1322657,-744.3837877,0.251521928,6.225012947,,0.616005474,1
Ssr1,-640.5923711,-640.6464796,0.054108489,0.722640342,,0.816062464,1
Dak,-197.7288351,-197.7317405,0.002905419,0.002100524,,0.95701329,1
Ogdh,-610.1163912,-610.4783489,0.361957734,0.68693823,,0.547420965,1
St7l,-345.0066751,-345.0066799,4.82E-06,0.000146194,,0.998247575,1
Stam2,-398.0926652,-398.1509668,0.058301585,3.85E-05,,0.809200776,1
Cryab,-621.31687,-622.8505716,1.533701597,0.016578348,,0.21555775,1
Zfyve28,-288.1433274,-288.1433303,2.87E-06,0.007538008,,0.998647299,1
Dtna,-456.7638948,-457.1328177,0.368922888,2.820036223,,0.543591973,1
Srprb,-446.4903281,-446.4903359,7.77E-06,1.94E-05,,0.997775893,1
Fam126a,-526.1684592,-526.3557755,0.187316231,0.003659638,,0.665159745,1
Lrig2,-382.4148832,-382.4148818,-1.41E-06,5.37E-05,,1,1
Psat1,-670.5002669,-672.6736803,2.173413384,0.181802367,,0.140414263,1
Tbc1d8,-322.6696867,-323.9232604,1.253573713,0.942170462,,0.262871014,1
Zdhhc14,-429.3730441,-429.9254978,0.55245365,0.66705967,,0.457316864,1
Nkrf,-413.8769543,-413.8819726,0.005018292,0.619392068,,0.943525174,1
Tuba8,-319.3850509,-319.4521986,0.067147632,1.509174018,,0.795536017,1
Noa1,-229.8771625,-229.8773351,0.000172671,0.249158333,,0.989515763,1
Tnfrsf21,-446.0749934,-446.2652564,0.190262961,0.683401313,,0.662697848,1
Gbp7,-230.2493843,-230.2856387,0.036254372,0.920234316,,0.848991146,1
Ltn1,-479.2149759,-479.2149486,-2.73E-05,0.160837069,,1,1
Med28,-471.1001081,-471.6830039,0.582895758,1.089106796,,0.445179509,1
Kpna6,-525.2636207,-526.5041978,1.240577156,4.95966742,,0.265359851,1
Epb4.1l4a,-293.0532813,-293.0571929,0.003911568,0.001019243,,0.950130797,1
Stip1,-592.7680382,-592.7710735,0.003035243,1.492339793,,0.956064339,1
Abcb10,-374.4328516,-374.4328486,-3.03E-06,0.008318328,,1,1
Chadl,-197.7179556,-197.7179563,7.02E-07,8.73E-05,,0.999331563,1
Brsk2,-386.441763,-386.7744551,0.33269214,0.180165717,,0.564078142,1
Polr2g,-496.9225546,-496.9650576,0.042502933,0.005387114,,0.836664061,1
Lrp12,-445.0889518,-447.0936511,2.004699296,6.521092741,,0.156812387,1
Nrcam,-692.6155593,-692.6412879,0.025728649,0.000506041,,0.872564789,1
Gnb5,-700.0989457,-700.0989433,-2.48E-06,2.187220099,,1,1
Elovl5,-712.3952074,-713.3562794,0.961072087,0.67410022,,0.326916914,1
Slc30a9,-647.4493057,-647.4493631,5.74E-05,0.001384759,,0.993956125,1
Dzip1,-436.0611432,-436.2720278,0.210884527,0.579679432,,0.646075003,1
Snapc2,-324.5124608,-324.538535,0.026074249,0.195308618,,0.87171912,1
Lin7b,-243.1053191,-243.1053179,-1.20E-06,0.000729788,,1,1
Itm2a,-765.0430275,-765.0441037,0.001076271,0.413775866,,0.973828839,1
Cbr3,-252.2488925,-252.2503795,0.001486977,0.668443485,,0.969240126,1
Whsc1,-560.9739251,-561.0189361,0.045010985,0.000903197,,0.831983831,1
Map4,-790.5245412,-790.5245326,-8.53E-06,5.28207739,,1,1
2610507B11Rik,-628.2145335,-628.2145846,5.11E-05,0.452340722,,0.994296194,1
Ier5,-571.84981,-571.9243534,0.074543418,1.575747824,,0.784832918,1
Snx18,-550.5044813,-550.7140821,0.20960082,2.350235903,,0.647080458,1
Arpc2,-679.4512658,-680.9083829,1.457117161,2.034617931,,0.227389368,1
Pcdhb11,-76.67654965,-76.69961815,0.023068495,0.03293858,,0.879279087,1
Eif4g1,-628.4023695,-628.4023624,-7.07E-06,0.004563859,,1,1
Ago2,-220.519634,-220.5196329,-1.07E-06,0.000427303,,1,1
Parp6,-537.4876396,-537.4876376,-1.96E-06,0.00018783,,1,1
Il17d,-353.2385623,-353.2385616,-7.68E-07,0.000251324,,1,1
Camk4,-552.1743001,-552.3716786,0.197378446,0.031081487,,0.656845262,1
B4galnt1,-430.6919064,-433.1816437,2.489737233,1.632585239,,0.114590855,1
Larp6,-256.2297541,-256.2297537,-4.85E-07,3.31E-06,,1,1
Taf1,-436.6075491,-436.7198662,0.112317141,0.000307573,,0.73752137,1
Ddost,-332.1407659,-333.6520066,1.511240686,4.649038642,,0.218949866,1
Hsp90ab1,-891.4060851,-896.866716,5.46063089,27.51073627,,0.019449623,1
Ddx5,-952.4875797,-958.014399,5.526819345,48.49559217,,0.018727119,1
Ndufv3,-633.0389551,-633.2306269,0.191671826,1.11E-07,,0.661528799,1
Casp2,-267.5538906,-267.5538832,-7.37E-06,0.454712246,,1,1
Prmt1,-491.2334136,-491.3060976,0.072684045,0.005771744,,0.787468164,1
Kcnv1,-240.3672567,-240.3672558,-9.44E-07,0.001140156,,1,1
Sec61g,-389.0566016,-389.1590857,0.102484117,0.000729211,,0.748868719,1
Bmyc,-562.964187,-562.9770388,0.012851845,1.87E-05,,0.90974041,1
Prdx3,-611.4965472,-611.6448497,0.148302465,0.000437161,,0.70016289,1
Gid4,-546.7827991,-546.8585802,0.075781083,0.001162906,,0.783098332,1
Rrp9,-213.5998488,-213.5998448,-4.01E-06,2.03E-05,,1,1
Zfand3,-555.7569797,-555.7569818,2.05E-06,0.000293574,,0.998856266,1
Bcan,-799.1159257,-799.1173641,0.001438407,0.797103649,,0.969746412,1
Supt6,-446.1402863,-446.1889402,0.048653861,1.99570184,,0.825422432,1
Wbp11,-600.606993,-600.6277693,0.020776318,3.13E-05,,0.885389978,1
Ppil4,-476.9826384,-477.0582917,0.075653275,1.75E-05,,0.783276746,1
Cnp,-726.5576039,-726.8829361,0.325332193,0.258334473,,0.568420676,1
Chd6,-540.2253311,-540.2253225,-8.61E-06,0.002110119,,1,1
Uqcrc1,-694.0061874,-694.0065651,0.000377618,0.626297042,,0.984496159,1
Zfp644,-619.8520444,-620.1586749,0.306630514,5.858633973,,0.579755235,1
Baalc,-734.9904307,-734.9904702,3.95E-05,0.264086887,,0.994987324,1
Fam107b,-273.4597936,-273.7488771,0.289083498,0.913282815,,0.590808446,1
Slc39a7,-409.4515236,-409.4515228,-8.36E-07,0.00082244,,1,1
Pabpn1,-581.2121077,-581.8025777,0.590469996,4.325315707,,0.442237432,1
Atl2,-492.4146951,-492.464826,0.050130897,6.43E-06,,0.82283566,1
Lrrc7,-146.161118,-147.2838914,1.122773356,3.670322238,,0.289322061,1
Cgrrf1,-405.083765,-406.1518815,1.068116495,3.315687383,,0.301371273,1
St8sia5,-451.5815546,-451.6026495,0.02109488,0.000808246,,0.88452078,1
Evi5,-589.9193076,-590.5557815,0.636473893,5.25E-05,,0.424990543,1
Pcyt1b,-384.5132182,-384.7019226,0.188704447,0.62890158,,0.663997089,1
Tfcp2l1,-141.3429331,-141.3475495,0.004616399,0.209826693,,0.945830145,1
Otud7b,-374.7949842,-376.5584053,1.763421132,1.891869062,,0.184198366,1
Lsm4,-543.4822588,-543.4822566,-2.14E-06,0.000528689,,1,1
Psmd10,-316.3153232,-316.3153409,1.78E-05,0.000788943,,0.996638054,1
Tbrg4,-330.2152281,-330.2151993,-2.87E-05,0.000451221,,1,1
Ptpn23,-424.2062699,-424.31295,0.106680034,0.827141345,,0.743955999,1
Bcl2l12,-36.48742766,-36.48742585,-1.81E-06,0.000924767,,1,1
Jmjd8,-420.2129372,-420.2710242,0.058087016,0.568476482,,0.809545443,1
Ptpmt1,-418.2116904,-418.2116884,-2.05E-06,0.001054121,,1,1
